9.9398e-14,0.41155,0.22754,0.24494,1.8291,0.25519,0.15357,0.19603,1.5222,0.24096,0.16852,0.22911,1.8765,0.26089,0.17234,0.23688,1.488,0.22689,0.17133,0.22508,1.4192,0.2142,0.14099,0.19684,1.501,0.20671,0.12786,0.16415,1.3125,0.1354,0.0675,0.05655,0.17012,0.035708,0.030596,0.028357,0.044504,0.024938,0.023392,0.022341,0.021483,0.020827,0.020178,0.019637,0.019182,0.018691,0.018271,0.017917,0.01774,0.017276,0.017038,0.016808,0.016469,0.016327,0.016158,0.015986,0.015868,0.01578,0.015665,0.015587,0.015759,0.015428,0.01539,0.015372
2.2189e-13,0.48821,0.23523,0.29851,2.22,0.32594,0.21364,0.30861,2.3173,0.33125,0.22364,0.31965,2.2231,0.35746,0.21973,0.29526,2.39,0.27513,0.23185,0.28685,1.8871,0.23824,0.18282,0.22861,1.8788,0.21711,0.13667,0.19411,1.5791,0.15754,0.090199,0.069525,0.21274,0.040064,0.035135,0.032974,0.04787,0.029863,0.027968,0.026807,0.02585,0.024954,0.02417,0.023497,0.022964,0.022374,0.021875,0.021432,0.021053,0.020659,0.020337,0.020039,0.019545,0.019469,0.01926,0.019055,0.019019,0.01878,0.018645,0.018566,0.018684,0.01834,0.018301,0.018255
2.6961e-13,0.45561,0.2205,0.26675,1.9049,0.24926,0.15426,0.19432,1.5473,0.22159,0.14631,0.2212,1.691,0.2886,0.17689,0.21351,1.4203,0.2102,0.15567,0.19108,1.2927,0.18174,0.13742,0.18355,1.2772,0.18722,0.10649,0.16298,1.172,0.11999,0.066902,0.052316,0.16716,0.034011,0.029133,0.026852,0.039933,0.022986,0.021742,0.020752,0.019964,0.019377,0.018753,0.018233,0.017811,0.01734,0.016944,0.016596,0.016353,0.015989,0.015757,0.015538,0.015326,0.015097,0.014935,0.014777,0.014675,0.014566,0.014458,0.01438,0.014735,0.014238,0.014202,0.014177
1.7337e-13,0.34517,0.21937,0.20281,1.3003,0.15255,0.11611,0.16579,1.1521,0.12659,0.096137,0.12531,1.0548,0.20312,0.11582,0.1243,0.88277,0.11872,0.077654,0.096172,0.65973,0.086238,0.06418,0.081021,0.55442,0.078495,0.052802,0.076234,0.52672,0.063119,0.032647,0.02872,0.10354,0.018336,0.016352,0.015171,0.018759,0.014154,0.013351,0.012874,0.012389,0.01206,0.01173,0.011456,0.011152,0.010936,0.010729,0.010525,0.010367,0.010194,0.01006,0.0099294,0.0098007,0.009686,0.0095953,0.0095274,0.0095069,0.0093922,0.009341,0.0093077,0.0092521,0.0091987,0.0091705,0.009163
2.6319e-13,0.48255,0.24993,0.31065,2.2053,0.25877,0.18791,0.24959,2.0898,0.27123,0.18632,0.27873,2.0044,0.32713,0.18531,0.23242,1.8178,0.2117,0.16166,0.22131,1.4692,0.20292,0.14983,0.19755,1.373,0.18268,0.096495,0.16675,1.0733,0.13331,0.075661,0.057351,0.16607,0.0343,0.03053,0.028401,0.040443,0.025524,0.023607,0.022684,0.021849,0.021119,0.020443,0.019891,0.019483,0.018963,0.018532,0.018167,0.017839,0.017501,0.017256,0.017015,0.016699,0.016571,0.016393,0.01621,0.016213,0.015979,0.015882,0.015844,0.016189,0.015594,0.015562,0.015537
2.9324e-13,0.66072,0.33317,0.41785,2.9486,0.42783,0.28192,0.45759,3.6007,0.50404,0.34733,0.52905,3.6889,0.48247,0.27707,0.44823,3.5448,0.4037,0.32206,0.40738,2.7854,0.36621,0.28187,0.34493,2.489,0.33285,0.19538,0.29105,1.9863,0.22715,0.12643,0.098871,0.2468,0.057473,0.050619,0.046991,0.063374,0.043666,0.03999,0.038331,0.036979,0.035635,0.034457,0.033542,0.032764,0.031899,0.03118,0.030553,0.030097,0.029464,0.029033,0.028632,0.027905,0.027852,0.027563,0.027292,0.027248,0.026863,0.026705,0.026574,0.026997,0.026313,0.02624,0.026199
2.38e-13,0.5315,0.30184,0.34192,2.2823,0.35617,0.23979,0.33376,2.4062,0.36232,0.27584,0.40812,2.8231,0.38685,0.24117,0.37066,2.8723,0.37891,0.25423,0.34119,2.2432,0.27983,0.21155,0.27521,2.0919,0.30497,0.19988,0.23083,1.7685,0.1892,0.098197,0.085035,0.25941,0.051663,0.043652,0.04,0.059452,0.034375,0.032462,0.030878,0.029648,0.028328,0.027383,0.026547,0.025879,0.025069,0.02444,0.023873,0.023551,0.022964,0.022549,0.022183,0.021628,0.021478,0.02122,0.020988,0.02125,0.020626,0.020458,0.020318,0.020435,0.020163,0.020077,0.020049
2.5969e-13,0.47908,0.30846,0.34534,2.5389,0.32273,0.21084,0.29017,2.2438,0.29506,0.24351,0.32213,2.5575,0.347,0.22975,0.3203,2.2028,0.34471,0.2154,0.26007,1.9714,0.24079,0.17211,0.24815,1.8112,0.23436,0.16076,0.20163,1.4209,0.17481,0.088857,0.067956,0.18515,0.043617,0.037385,0.034411,0.047964,0.030284,0.029252,0.02789,0.026865,0.025942,0.025131,0.024454,0.023735,0.023286,0.022808,0.022336,0.022007,0.021631,0.021284,0.020999,0.020894,0.020441,0.020235,0.020063,0.01995,0.019742,0.019589,0.019455,0.019392,0.019376,0.019307,0.019275
2.4128e-13,0.65679,0.35109,0.43023,3.1312,0.43172,0.26778,0.42002,3.3479,0.43762,0.3491,0.48255,3.5502,0.43315,0.29794,0.44327,3.4253,0.37159,0.28406,0.37182,2.8266,0.34787,0.23918,0.31669,2.2904,0.29861,0.18279,0.28285,1.7107,0.21608,0.12134,0.094017,0.21634,0.060163,0.05192,0.047487,0.05982,0.044332,0.039999,0.038249,0.036506,0.035075,0.033762,0.032697,0.031722,0.030856,0.030055,0.02936,0.02872,0.028176,0.027665,0.027221,0.026676,0.026379,0.026053,0.025755,0.02552,0.025298,0.025116,0.024963,0.024995,0.024634,0.024556,0.02455
2.0162e-13,0.42156,0.2293,0.26592,1.9657,0.22756,0.14471,0.21876,1.6739,0.22627,0.16564,0.22545,1.658,0.23665,0.14742,0.19035,1.6139,0.16963,0.12277,0.1644,1.2694,0.15867,0.11586,0.15027,1.1756,0.1409,0.084273,0.12273,0.86355,0.097327,0.056454,0.044796,0.13169,0.028208,0.024628,0.022669,0.027796,0.021519,0.019566,0.018892,0.018123,0.017478,0.016943,0.016509,0.016144,0.015744,0.015401,0.015106,0.014842,0.014615,0.014407,0.014216,0.014007,0.013851,0.01372,0.013594,0.013546,0.013398,0.013327,0.013287,0.013261,0.013132,0.013097,0.013092
