3.6228e-14,2.1585,1.3189,1.2552,6.2214,1.2094,0.71123,0.92244,5.1379,0.89382,0.60789,0.79546,4.0051,0.67491,0.41849,0.38062,0.99994,0.20492,0.15584,0.1367,0.12313,0.1131,0.10503,0.098283,0.092599,0.087532,0.083119,0.079211,0.075691,0.072545,0.069676,0.067065,0.064705,0.062458,0.060419,0.058537,0.056768,0.055145,0.053624,0.052196,0.050856,0.0496,0.048417,0.0473,0.046259,0.045251,0.044309,0.043411,0.042562,0.041754,0.040988,0.040259,0.03956,0.0389,0.038268,0.037661,0.037136,0.036538,0.036009,0.035505,0.035023,0.034558,0.034115,0.033689,0.033284,0.032893,0.032517,0.032159,0.031811,0.031483,0.031166,0.030861,0.03057,0.030288,0.030018,0.02976,0.029512,0.029277,0.029047,0.028829,0.028615,0.028419,0.028228,0.028044,0.02787,0.027702,0.027542,0.02739,0.027245,0.027108,0.026977,0.026852,0.026736,0.026625,0.02652,0.026422,0.02633,0.026243,0.026163,0.026089,0.026018,0.025957,0.0259,0.025848,0.025802,0.025762,0.025726,0.025696,0.025673,0.025653,0.025639,0.025631
1.0351e-13,3.1687,1.7427,1.9328,9.2401,1.9193,0.96371,1.305,8.0043,1.5535,0.88151,1.0927,5.4159,0.95172,0.60341,0.551,1.3919,0.2766,0.22243,0.19669,0.17932,0.16562,0.15464,0.14533,0.13729,0.13027,0.12406,0.11851,0.11346,0.10898,0.10485,0.10107,0.097637,0.094387,0.091423,0.088674,0.086102,0.083686,0.081456,0.079354,0.077377,0.07552,0.073769,0.072114,0.070557,0.069067,0.067668,0.066322,0.065057,0.06386,0.062714,0.061623,0.060582,0.059589,0.058641,0.057732,0.057004,0.056048,0.05525,0.054493,0.053772,0.05307,0.052402,0.051762,0.051147,0.050566,0.049998,0.049456,0.048932,0.048437,0.047958,0.047497,0.047056,0.046631,0.046223,0.045835,0.045466,0.045102,0.044757,0.044427,0.044113,0.043807,0.043518,0.043241,0.042978,0.042723,0.042482,0.042252,0.042027,0.041824,0.041627,0.041438,0.041259,0.041097,0.040938,0.040789,0.04065,0.04052,0.040398,0.040286,0.040184,0.040088,0.040001,0.039925,0.03986,0.039796,0.039743,0.039699,0.03966,0.039634,0.039615,0.039602
1.1339e-13,2.7109,1.6605,2.231,8.7131,1.8834,1.0645,1.4489,8.3014,1.6078,1.0683,1.2337,6.6833,1.1655,0.73432,0.6354,1.7721,0.32943,0.24297,0.21002,0.18988,0.17422,0.16203,0.15173,0.14306,0.1353,0.12856,0.12256,0.11717,0.11231,0.1079,0.10388,0.10022,0.096773,0.093637,0.090738,0.088065,0.085496,0.083153,0.08095,0.078884,0.076941,0.075114,0.073389,0.071755,0.070207,0.068757,0.067365,0.066082,0.064806,0.063617,0.062486,0.061399,0.060378,0.059397,0.058457,0.057598,0.056711,0.055891,0.055108,0.054358,0.053637,0.052948,0.052287,0.051652,0.051051,0.050465,0.049907,0.049376,0.048856,0.048364,0.047889,0.047433,0.046996,0.046577,0.046176,0.045775,0.045418,0.045063,0.044724,0.044386,0.044084,0.043785,0.043499,0.043227,0.042965,0.042716,0.042478,0.042254,0.042036,0.041832,0.041637,0.041457,0.041282,0.041117,0.040963,0.040818,0.040684,0.040557,0.040441,0.040331,0.040236,0.040144,0.040064,0.039985,0.039927,0.039872,0.039825,0.03979,0.039757,0.039736,0.039724
9.4596e-14,2.4907,1.5387,2.4382,8.4407,1.8936,1.0089,1.3817,7.9626,1.4189,0.97283,1.0561,5.1028,0.98727,0.61466,0.5174,1.5064,0.27717,0.20851,0.18195,0.16537,0.15169,0.14084,0.13174,0.12413,0.11723,0.11129,0.10601,0.10128,0.097027,0.093163,0.089644,0.086444,0.083426,0.080692,0.078162,0.075812,0.073598,0.071557,0.069641,0.067846,0.066157,0.064572,0.063075,0.061638,0.060323,0.059063,0.057856,0.056724,0.055645,0.054618,0.053642,0.052702,0.051822,0.050976,0.050169,0.049453,0.048663,0.047955,0.047281,0.046639,0.046014,0.045422,0.044854,0.044306,0.04379,0.043288,0.042808,0.042354,0.041906,0.041483,0.041075,0.040682,0.040309,0.039949,0.039606,0.039275,0.038956,0.038652,0.03836,0.038073,0.037812,0.037557,0.037312,0.037079,0.036854,0.036642,0.036438,0.036242,0.036062,0.035887,0.035721,0.035561,0.035416,0.035277,0.035145,0.035022,0.034907,0.034799,0.0347,0.034611,0.034525,0.034448,0.03438,0.03432,0.034264,0.034217,0.034177,0.034146,0.03412,0.034102,0.03409
6.8183e-14,2.3611,1.6774,3.3192,13.794,3.51,1.4081,1.7031,8.3543,1.4215,0.86079,0.97854,5.2499,0.84803,0.51442,0.51586,1.1151,0.27241,0.2185,0.19499,0.17892,0.16578,0.15517,0.14616,0.13843,0.13138,0.12523,0.11972,0.11474,0.11022,0.1061,0.10232,0.098861,0.095563,0.09258,0.08981,0.087221,0.084795,0.082537,0.080409,0.078413,0.076526,0.074756,0.073082,0.071475,0.069988,0.068571,0.067205,0.065932,0.064709,0.063547,0.06244,0.06138,0.060375,0.059414,0.058496,0.057707,0.056776,0.055974,0.055206,0.05447,0.053753,0.053077,0.052428,0.051806,0.051208,0.050633,0.050083,0.04956,0.049045,0.048562,0.048093,0.047643,0.047213,0.046799,0.046406,0.046022,0.045657,0.045308,0.04497,0.044651,0.044343,0.044049,0.043767,0.043499,0.04324,0.042994,0.042758,0.042531,0.04233,0.042128,0.041936,0.041755,0.041583,0.041423,0.041272,0.04113,0.040998,0.040873,0.040761,0.040656,0.04056,0.040471,0.040395,0.040321,0.040259,0.040206,0.040161,0.040122,0.040094,0.040074,0.040061
4.5481e-14,1.4059,1.1248,1.5359,7.6738,1.4883,0.74154,0.90956,4.8111,0.9138,0.58115,0.6286,3.2612,0.62422,0.38179,0.33488,0.8798,0.1668,0.13347,0.11869,0.10793,0.099673,0.092917,0.087212,0.082323,0.077979,0.074185,0.070798,0.067751,0.064993,0.062484,0.060193,0.058138,0.056135,0.054337,0.052674,0.051136,0.049668,0.048324,0.047059,0.045873,0.044756,0.043706,0.042713,0.041784,0.04089,0.040051,0.039248,0.038491,0.037774,0.037089,0.036437,0.035812,0.035222,0.034656,0.034115,0.033632,0.033106,0.032633,0.032182,0.031755,0.031331,0.030934,0.030552,0.030182,0.029838,0.0295,0.029177,0.028871,0.02857,0.028286,0.028011,0.027749,0.027496,0.027254,0.027022,0.026802,0.026585,0.02638,0.026183,0.025994,0.025815,0.025642,0.025477,0.02532,0.025169,0.025025,0.024887,0.024752,0.024634,0.024516,0.024404,0.024294,0.024199,0.024104,0.024016,0.023932,0.023855,0.023783,0.023716,0.023653,0.023597,0.023545,0.0235,0.02346,0.023421,0.02339,0.023363,0.02334,0.023324,0.023312,0.023304
5.7936e-14,1.6826,1.2753,1.8278,9.5868,2.9292,1.0813,1.188,6.0007,1.1294,0.74685,0.78128,4.1649,0.70624,0.4318,0.42019,0.81181,0.19833,0.16676,0.1507,0.13941,0.13002,0.12231,0.11564,0.10986,0.10454,0.099866,0.095659,0.091829,0.088355,0.085163,0.082233,0.079599,0.076989,0.07466,0.072491,0.070466,0.068547,0.066767,0.065091,0.063516,0.062025,0.060622,0.059292,0.058038,0.05684,0.05571,0.054633,0.05361,0.052636,0.051709,0.050824,0.049974,0.049174,0.048405,0.047667,0.046997,0.046291,0.045645,0.045028,0.044445,0.043864,0.043319,0.042796,0.042291,0.041815,0.041353,0.04091,0.04049,0.040072,0.039682,0.039303,0.038943,0.038594,0.03826,0.03794,0.037634,0.037338,0.037056,0.036783,0.036521,0.036275,0.036037,0.035809,0.035591,0.035382,0.035183,0.034993,0.034805,0.034643,0.03448,0.034325,0.034176,0.034042,0.033911,0.033789,0.033673,0.033567,0.033467,0.033376,0.033286,0.033211,0.03314,0.033076,0.03302,0.032969,0.032925,0.032889,0.032857,0.032834,0.032818,0.032809
3.2441e-13,7.4673,3.8052,3.0083,10.277,1.9896,1.1266,1.5066,7.3959,1.6386,1.1223,1.2871,6.2165,1.2902,0.73931,0.73886,2.1116,0.38437,0.28765,0.2551,0.23356,0.21726,0.20364,0.19213,0.18221,0.17344,0.16564,0.15866,0.15224,0.14651,0.14121,0.13635,0.13191,0.12769,0.12384,0.12024,0.11686,0.11371,0.11078,0.10799,0.10538,0.10291,0.10059,0.098389,0.096296,0.094325,0.092451,0.090658,0.088987,0.087342,0.085802,0.084335,0.082934,0.081596,0.080318,0.079076,0.078094,0.076815,0.075727,0.074703,0.073726,0.072774,0.071869,0.070999,0.07018,0.069368,0.068591,0.06787,0.067145,0.066473,0.065821,0.065193,0.064589,0.064011,0.063456,0.062923,0.062384,0.061923,0.061454,0.061002,0.060571,0.060154,0.059758,0.059376,0.059018,0.058669,0.05834,0.058024,0.057716,0.057438,0.057166,0.056909,0.056688,0.056437,0.056219,0.056017,0.055826,0.055647,0.05548,0.055326,0.055187,0.055049,0.054939,0.05483,0.054717,0.054653,0.05458,0.054518,0.054466,0.05443,0.054403,0.054388
2.0009e-13,5.6316,2.9969,2.7486,10.609,2.3999,1.4543,2.4015,12.575,2.3343,1.5589,1.906,9.2143,1.8059,1.1165,1.0849,3.4453,0.56086,0.38301,0.32006,0.28442,0.25627,0.23566,0.21887,0.20517,0.19274,0.18229,0.17312,0.16489,0.15765,0.15107,0.14511,0.13974,0.13469,0.13013,0.12591,0.12201,0.11831,0.11495,0.11179,0.10884,0.10607,0.10347,0.10102,0.098732,0.096531,0.094474,0.092504,0.090651,0.0889,0.087236,0.085652,0.08414,0.082708,0.081338,0.080026,0.078958,0.077605,0.076454,0.075366,0.07433,0.073326,0.072372,0.071455,0.070574,0.069754,0.068942,0.06817,0.067435,0.066719,0.066038,0.065383,0.064759,0.064153,0.063575,0.063023,0.062489,0.061987,0.061499,0.061031,0.060581,0.060155,0.059744,0.059353,0.058981,0.05862,0.058281,0.057955,0.057642,0.057353,0.057072,0.056807,0.056558,0.056328,0.056103,0.055893,0.055695,0.055512,0.055341,0.055183,0.055029,0.054903,0.054781,0.054673,0.054576,0.054494,0.054419,0.054356,0.054304,0.054265,0.054237,0.054217
1.1663e-13,2.892,1.9464,2.5043,9.5198,2.0111,1.1079,1.8178,8.9821,1.8289,1.1862,1.3557,7.5488,1.3865,0.86364,0.77,2.1756,0.37756,0.27008,0.23319,0.21172,0.19318,0.17941,0.16784,0.15811,0.14938,0.14184,0.13517,0.1292,0.12379,0.11889,0.11443,0.11035,0.10656,0.10309,0.099881,0.096923,0.094079,0.091491,0.089055,0.08677,0.084626,0.082609,0.080705,0.078906,0.077199,0.0756,0.07406,0.072636,0.071244,0.069936,0.068692,0.067502,0.066374,0.065296,0.064263,0.063356,0.062342,0.061444,0.060584,0.059759,0.058968,0.058212,0.057487,0.056784,0.056131,0.055488,0.054875,0.054289,0.053726,0.053185,0.052664,0.052165,0.051686,0.051226,0.050788,0.050358,0.049959,0.04957,0.049198,0.048836,0.048498,0.048171,0.047858,0.047561,0.047274,0.047001,0.04674,0.046494,0.046259,0.046036,0.045823,0.045619,0.045435,0.045256,0.045088,0.04493,0.044783,0.044645,0.044518,0.044401,0.044295,0.044195,0.044109,0.044029,0.04396,0.0439,0.043849,0.043808,0.043775,0.043752,0.043739
