1.3594e-14,1.3309,0.70074,0.80194,5.4175,0.71465,0.38553,0.53282,3.5242,0.35284,0.18412,0.13945,0.11655,0.10145,0.090716,0.082474,0.075841,0.070421,0.065825,0.061893,0.058508,0.055477,0.052833,0.050474,0.048373,0.046459,0.044733,0.043163,0.041741,0.040422,0.039218,0.03811,0.037141,0.036149,0.035272,0.034463,0.03371,0.033014,0.032365,0.031762,0.03121,0.03068,0.030194,0.029742,0.029312,0.028931,0.028569,0.028234,0.027925,0.027638,0.027376,0.027134,0.026917,0.026715,0.026535,0.026374,0.026224,0.026105,0.025998,0.025907,0.025831,0.025776,0.025736,0.02571
1.0018e-14,0.80846,0.39195,0.50451,3.8815,0.40759,0.27647,0.40441,3.0172,0.29666,0.15311,0.11287,0.092032,0.078908,0.069596,0.062574,0.057046,0.052561,0.048833,0.045679,0.042988,0.040614,0.038554,0.036728,0.035099,0.033648,0.032334,0.031143,0.030069,0.029076,0.028173,0.027344,0.026627,0.025882,0.025233,0.024633,0.024077,0.023564,0.023085,0.022641,0.022227,0.021847,0.02149,0.021159,0.020846,0.020567,0.020302,0.020057,0.019832,0.019623,0.019431,0.019256,0.019096,0.018951,0.01882,0.018702,0.0186,0.018507,0.018429,0.018364,0.018309,0.018269,0.018239,0.018222
2.4864e-14,0.8018,0.48606,0.55125,4.0213,0.48983,0.35145,0.5247,3.442,0.3648,0.19512,0.1455,0.11947,0.10294,0.091234,0.082333,0.075266,0.069538,0.064741,0.060671,0.057175,0.054099,0.051416,0.049032,0.046905,0.045001,0.043277,0.041713,0.040302,0.038993,0.037802,0.036708,0.035757,0.034778,0.033918,0.033124,0.032389,0.031706,0.031071,0.030482,0.029937,0.029426,0.028952,0.028512,0.028093,0.027724,0.027372,0.027046,0.026746,0.026468,0.026213,0.025979,0.02577,0.025573,0.025398,0.025242,0.025101,0.024982,0.024878,0.02479,0.024717,0.024664,0.024625,0.024602
1.981e-14,0.74386,0.48764,0.52785,4.0212,0.44633,0.33956,0.46729,3.4801,0.35289,0.17835,0.13018,0.10548,0.090054,0.079524,0.071637,0.065455,0.060452,0.056293,0.052776,0.04977,0.047103,0.044788,0.042732,0.040896,0.039251,0.037763,0.036409,0.035182,0.034058,0.033029,0.032082,0.031252,0.030408,0.029664,0.028976,0.028336,0.027746,0.027195,0.026684,0.026211,0.025767,0.025356,0.024974,0.024618,0.02429,0.023983,0.0237,0.023439,0.023197,0.022976,0.022771,0.022586,0.022419,0.022267,0.022131,0.022008,0.021904,0.021814,0.021738,0.021676,0.021628,0.021594,0.021573
1.6833e-14,0.54433,0.33428,0.39108,2.9288,0.30264,0.1992,0.2484,1.9649,0.21138,0.10683,0.078762,0.064935,0.056007,0.049771,0.045038,0.04128,0.038229,0.035671,0.033494,0.031632,0.029969,0.028523,0.027237,0.026082,0.025052,0.024115,0.023261,0.022493,0.021776,0.021125,0.020525,0.020017,0.019464,0.018991,0.018554,0.018147,0.017773,0.017422,0.017097,0.016794,0.016513,0.016251,0.016007,0.015776,0.015571,0.015375,0.015195,0.015029,0.014874,0.014733,0.014603,0.014484,0.014378,0.014281,0.014194,0.014117,0.01405,0.013992,0.013944,0.013903,0.013873,0.013852,0.013839
1.3059e-14,0.44353,0.24895,0.33742,2.2461,0.25799,0.18885,0.25247,1.6731,0.16256,0.081082,0.059542,0.048574,0.041687,0.036825,0.033174,0.030273,0.027973,0.02603,0.024382,0.022978,0.021724,0.020639,0.019677,0.018822,0.018049,0.017355,0.016724,0.016152,0.015627,0.015148,0.014707,0.014312,0.01393,0.013585,0.013266,0.012968,0.012696,0.01244,0.012203,0.011985,0.011779,0.011589,0.011412,0.011245,0.011095,0.010953,0.010822,0.010701,0.010589,0.010486,0.010392,0.010304,0.010228,0.010157,0.010094,0.010036,0.0099887,0.0099462,0.0099105,0.0098815,0.009859,0.0098429,0.0098333
1.4098e-14,0.55739,0.30998,0.40746,3.3333,0.28078,0.20145,0.2246,1.4869,0.13764,0.073236,0.057083,0.048227,0.042351,0.038044,0.034686,0.031932,0.029709,0.027798,0.026155,0.024755,0.023467,0.022357,0.021364,0.020472,0.019672,0.018945,0.018281,0.017678,0.017123,0.016614,0.016145,0.015744,0.015316,0.014946,0.014604,0.014283,0.013991,0.013716,0.013461,0.013222,0.013003,0.012797,0.012606,0.012427,0.012263,0.012109,0.011967,0.011837,0.011715,0.011604,0.011502,0.011406,0.011325,0.011248,0.01118,0.01112,0.011066,0.01102,0.010982,0.010951,0.010927,0.010909,0.010899
2.0125e-14,0.75672,0.42272,0.50358,3.8685,0.42864,0.27971,0.34221,1.9016,0.19853,0.11568,0.091096,0.077863,0.068779,0.062037,0.056741,0.052439,0.048818,0.045751,0.043105,0.040821,0.038754,0.036949,0.035333,0.033882,0.032567,0.031377,0.030289,0.029304,0.028388,0.027551,0.026779,0.026097,0.025412,0.024801,0.024236,0.023709,0.023223,0.022768,0.022346,0.021955,0.021587,0.021246,0.020929,0.020629,0.020359,0.020105,0.019869,0.019652,0.01945,0.019265,0.019095,0.01894,0.018799,0.018672,0.018558,0.018455,0.018369,0.018293,0.018229,0.018176,0.018136,0.018107,0.01809
2.4123e-14,0.75036,0.41126,0.52193,4.0494,0.41556,0.28123,0.33554,2.3538,0.24411,0.1271,0.098333,0.082452,0.072162,0.064651,0.058831,0.054154,0.050277,0.047014,0.044215,0.041819,0.039652,0.03777,0.036092,0.034585,0.033235,0.032008,0.030892,0.029879,0.028942,0.028087,0.027299,0.026563,0.025906,0.025285,0.02471,0.024175,0.023681,0.02322,0.022791,0.022392,0.022021,0.021675,0.021353,0.021048,0.020777,0.020519,0.02028,0.02006,0.019856,0.019669,0.019497,0.019342,0.019199,0.019071,0.018956,0.018854,0.018766,0.018689,0.018624,0.018571,0.018532,0.018503,0.018486
2.1891e-14,0.71412,0.4495,0.48161,3.8899,0.39242,0.28414,0.34611,2.4897,0.28016,0.13596,0.10139,0.082687,0.070754,0.062411,0.056097,0.051098,0.047079,0.04372,0.040878,0.038469,0.036313,0.034455,0.03281,0.031347,0.030036,0.028855,0.027784,0.026819,0.025926,0.025114,0.024369,0.023717,0.023057,0.022473,0.021935,0.021433,0.020974,0.020545,0.020146,0.019777,0.019433,0.019113,0.018816,0.018535,0.018283,0.018046,0.017826,0.017624,0.017436,0.017264,0.017106,0.016961,0.016832,0.016714,0.016608,0.016514,0.016432,0.016362,0.016302,0.016253,0.016216,0.01619,0.016173
