1.7673e-14,2.1632,1.8678,2.0961,8.075,2.1317,1.2216,1.3793,6.2251,1.3264,0.87294,1.2062,5.0751,1.1189,0.77768,1.0545,3.843,0.97993,0.62368,0.86541,3.2709,0.704,0.42008,0.29836,0.4207,0.20971,0.17939,0.16399,0.15205,0.14258,0.13458,0.12777,0.12182,0.11643,0.11171,0.10742,0.10359,0.099946,0.096663,0.093632,0.090807,0.088189,0.08574,0.083448,0.081306,0.079249,0.077343,0.075539,0.073833,0.072218,0.07068,0.069223,0.067803,0.066491,0.065237,0.064027,0.062871,0.061766,0.060708,0.059693,0.058721,0.057787,0.056891,0.056024,0.0552,0.054389,0.053624,0.052867,0.05216,0.051465,0.0508,0.050155,0.049532,0.048929,0.048347,0.047784,0.047231,0.046709,0.046199,0.0457,0.045273,0.044761,0.044309,0.043871,0.043452,0.043031,0.042634,0.042247,0.041871,0.041506,0.041152,0.040806,0.040486,0.040152,0.039833,0.039527,0.039237,0.038942,0.038662,0.038389,0.038124,0.037865,0.037615,0.03737,0.037134,0.036904,0.03668,0.036465,0.036248,0.03605,0.035849,0.035657,0.035466,0.035289,0.035112,0.03494,0.034772,0.034612,0.034457,0.034305,0.03416,0.034017,0.03388,0.033747,0.033616,0.033496,0.033376,0.03326,0.033151,0.03304,0.032937,0.032836,0.032751,0.032651,0.032563,0.032478,0.032397,0.03232,0.032246,0.032176,0.032109,0.032046,0.031986,0.03193,0.031872,0.031829,0.031782,0.031741,0.031694,0.031665,0.031631,0.031601,0.031574,0.03155,0.03153,0.031513,0.031498,0.031488,0.031479,0.031475
5.8978e-14,2.9737,2.7477,2.8571,11.528,2.253,1.5744,2.4168,7.7084,1.8481,1.2253,1.8583,7.4129,1.7295,1.1836,1.5275,6.0457,1.263,0.88215,1.1394,4.272,0.96027,0.47963,0.36723,0.5638,0.24939,0.21475,0.198,0.18499,0.17282,0.1634,0.15527,0.14816,0.14176,0.13606,0.13095,0.12627,0.12201,0.11808,0.11445,0.11108,0.10796,0.10504,0.10231,0.099768,0.097298,0.095008,0.092845,0.090747,0.088819,0.086964,0.085205,0.083446,0.081899,0.080373,0.078906,0.077502,0.076155,0.074866,0.073631,0.072448,0.071296,0.0702,0.069144,0.068108,0.067153,0.066207,0.065289,0.064414,0.063564,0.062745,0.061953,0.061189,0.060449,0.059734,0.059042,0.058371,0.057717,0.057087,0.056476,0.055939,0.055322,0.05476,0.054225,0.053715,0.053193,0.052701,0.052224,0.051759,0.051309,0.050872,0.050446,0.050062,0.049637,0.049245,0.048866,0.048494,0.048143,0.047796,0.047459,0.047133,0.04681,0.046501,0.0462,0.045907,0.045622,0.045346,0.045078,0.044809,0.044566,0.044319,0.044082,0.04384,0.043623,0.043406,0.043194,0.042991,0.042787,0.042593,0.042406,0.042226,0.04205,0.04188,0.041715,0.041549,0.041402,0.041254,0.04111,0.040981,0.040839,0.040712,0.040587,0.040488,0.040357,0.040247,0.040142,0.040042,0.039946,0.039855,0.039767,0.039683,0.039607,0.039532,0.039463,0.039404,0.039335,0.039278,0.039225,0.039164,0.039132,0.03909,0.039053,0.03902,0.03899,0.038965,0.038943,0.038921,0.038913,0.038904,0.038897
6.2393e-14,3.6983,3.0229,3.1327,12.926,2.5773,1.74,2.2314,7.197,1.782,1.4521,2.1912,9.3476,1.9746,1.2521,1.7829,7.6809,1.487,0.9921,1.3649,5.3971,1.1021,0.63421,0.44665,0.7141,0.296,0.25136,0.22803,0.20985,0.19595,0.18381,0.17343,0.16451,0.15651,0.14947,0.14318,0.13746,0.13224,0.12748,0.12312,0.11908,0.11535,0.11188,0.10865,0.10563,0.10278,0.10012,0.097622,0.095206,0.093008,0.090902,0.08891,0.086997,0.085184,0.083476,0.081839,0.080273,0.078783,0.077358,0.075992,0.074691,0.073443,0.072239,0.071085,0.069996,0.068922,0.067898,0.066897,0.065988,0.065036,0.064157,0.063305,0.062484,0.061692,0.060925,0.060185,0.059464,0.058775,0.058105,0.057456,0.056876,0.056225,0.055633,0.055066,0.054517,0.053975,0.053455,0.052952,0.052461,0.051988,0.051528,0.05108,0.050656,0.050231,0.049819,0.049421,0.049052,0.048664,0.048302,0.047948,0.047606,0.047275,0.04695,0.046635,0.046331,0.046033,0.045744,0.045468,0.045178,0.044934,0.044675,0.044428,0.044185,0.043953,0.043724,0.043505,0.043289,0.043083,0.042882,0.042688,0.042501,0.042318,0.042143,0.041971,0.041805,0.041647,0.041494,0.041344,0.041209,0.041064,0.040932,0.040802,0.040691,0.040563,0.04045,0.040341,0.040238,0.040139,0.040044,0.039954,0.039869,0.039786,0.03971,0.039638,0.039561,0.039505,0.039445,0.039393,0.039327,0.039295,0.039251,0.039212,0.039178,0.039147,0.039121,0.039098,0.03908,0.039066,0.039057,0.039051
5.0533e-14,3.2701,2.5753,2.971,13.174,2.9065,1.6468,2.2039,7.0105,1.7566,1.3674,2.0917,8.5215,1.8138,1.1507,1.6315,7.0843,1.3193,0.98562,1.2847,4.6506,1.0087,0.54282,0.40212,0.62659,0.27041,0.23058,0.21083,0.19551,0.18519,0.17512,0.16656,0.15921,0.15232,0.14633,0.14085,0.13593,0.13128,0.12704,0.12313,0.11945,0.11608,0.1129,0.10993,0.1071,0.10446,0.10197,0.09962,0.097389,0.095259,0.093253,0.091342,0.08947,0.087766,0.086117,0.084528,0.083014,0.081559,0.080169,0.078835,0.077548,0.076321,0.075141,0.074,0.072935,0.071854,0.070841,0.069838,0.06894,0.06799,0.067112,0.066261,0.06544,0.064644,0.063874,0.063131,0.062395,0.061709,0.061035,0.060375,0.059862,0.05913,0.05853,0.057956,0.057381,0.05684,0.056314,0.055801,0.055303,0.05482,0.05435,0.053893,0.053478,0.053022,0.052602,0.052199,0.051795,0.051416,0.051047,0.050684,0.050326,0.049987,0.049655,0.049331,0.049017,0.048711,0.048414,0.048131,0.047825,0.047578,0.047312,0.047055,0.0468,0.046563,0.046329,0.046101,0.045872,0.045665,0.045458,0.045256,0.045063,0.044872,0.044689,0.044511,0.044347,0.044178,0.044017,0.043863,0.043716,0.04357,0.043432,0.043298,0.043195,0.043048,0.042932,0.042819,0.04271,0.042607,0.042508,0.042414,0.042329,0.042241,0.042159,0.042086,0.042008,0.041946,0.041885,0.041831,0.041753,0.041727,0.041681,0.04164,0.041603,0.041571,0.041544,0.04152,0.041507,0.041484,0.041474,0.041467
4.5949e-14,2.9039,2.9302,4.2218,19.629,4.8542,2.7773,4.3909,9.9129,2.5299,1.716,2.1023,8.9776,2.0276,1.2972,1.502,5.8778,1.187,0.92469,1.1971,4.4863,0.88411,0.57424,0.47789,0.55928,0.34141,0.31476,0.2939,0.27744,0.26367,0.25166,0.2409,0.23132,0.22252,0.21458,0.2073,0.20058,0.19437,0.18856,0.18315,0.17803,0.17334,0.16887,0.16468,0.16073,0.1569,0.15335,0.14998,0.14677,0.14371,0.14079,0.13802,0.1354,0.13282,0.13043,0.1281,0.12588,0.12375,0.12171,0.11974,0.11785,0.11603,0.11429,0.11261,0.11096,0.10942,0.10792,0.10642,0.10505,0.10368,0.10237,0.1011,0.09987,0.098683,0.097534,0.096422,0.095328,0.094292,0.093281,0.092301,0.091564,0.090433,0.089535,0.08867,0.087821,0.086996,0.086206,0.085435,0.084687,0.08396,0.083254,0.082568,0.081895,0.081256,0.080622,0.080013,0.07941,0.078835,0.078279,0.077731,0.077201,0.076681,0.07618,0.07569,0.075215,0.074754,0.074305,0.073879,0.073444,0.073038,0.072639,0.072252,0.071871,0.071512,0.071157,0.070812,0.070467,0.070153,0.069839,0.069535,0.069244,0.068955,0.068678,0.06841,0.068158,0.067907,0.067663,0.06743,0.067207,0.066989,0.066781,0.06658,0.066384,0.0662,0.066024,0.065853,0.065689,0.065534,0.065384,0.065242,0.065104,0.06498,0.064858,0.064747,0.064647,0.064538,0.064444,0.064366,0.064279,0.064206,0.064139,0.064079,0.064025,0.063977,0.063936,0.063902,0.06388,0.06385,0.063834,0.063824
2.1827e-14,1.687,1.8316,2.1852,9.7603,2.2783,1.4424,2.1915,5.9844,1.2042,0.88432,1.1833,4.9435,1.2173,0.75959,0.89697,3.6163,0.75344,0.56135,0.68822,2.4749,0.60343,0.36726,0.26305,0.35298,0.17513,0.15093,0.13742,0.1282,0.11991,0.11324,0.10749,0.10263,0.097972,0.093982,0.090356,0.087116,0.08406,0.081286,0.078722,0.076325,0.074118,0.072047,0.070108,0.068302,0.066544,0.064933,0.063406,0.061952,0.060573,0.059272,0.058038,0.056852,0.055721,0.054654,0.05363,0.052649,0.051712,0.050815,0.049952,0.049137,0.048339,0.047581,0.046843,0.046131,0.045462,0.044812,0.044173,0.043567,0.042989,0.042423,0.041876,0.041351,0.040841,0.040348,0.039872,0.0394,0.038964,0.038531,0.038113,0.037755,0.037317,0.036936,0.036568,0.036213,0.035857,0.035522,0.035195,0.034878,0.03457,0.034271,0.03398,0.033699,0.033426,0.033159,0.0329,0.03265,0.032405,0.032171,0.031939,0.031721,0.031499,0.031289,0.031082,0.030883,0.030689,0.030501,0.03032,0.030143,0.029967,0.0298,0.029639,0.029471,0.029327,0.029178,0.029033,0.028889,0.028758,0.028626,0.028499,0.028376,0.028256,0.02814,0.028028,0.02792,0.027817,0.027715,0.027617,0.027527,0.027433,0.027346,0.027262,0.02718,0.027103,0.027029,0.026958,0.026889,0.026824,0.026762,0.026703,0.026643,0.026593,0.026541,0.026495,0.026453,0.026408,0.026368,0.026334,0.0263,0.026267,0.026239,0.026213,0.02619,0.02617,0.026152,0.026138,0.026127,0.026115,0.026109,0.026103
2.92e-14,1.6914,1.7639,2.6255,10.374,2.6544,1.8272,3.6205,7.8635,1.7243,1.1619,1.5689,6.2293,1.326,1.0187,1.0638,4.1685,0.97291,0.65251,0.82494,3.4323,0.79996,0.44702,0.33953,0.40647,0.23347,0.2129,0.19753,0.18596,0.17517,0.16637,0.15861,0.15188,0.14554,0.13995,0.13487,0.13022,0.12593,0.12193,0.11824,0.11476,0.11159,0.10858,0.10576,0.10312,0.10056,0.098199,0.095968,0.093846,0.091802,0.089887,0.088064,0.086329,0.084647,0.083071,0.081553,0.080102,0.078712,0.077381,0.076102,0.074864,0.073694,0.072562,0.071468,0.070422,0.069407,0.068438,0.067477,0.066595,0.065705,0.06486,0.064042,0.063253,0.062489,0.061751,0.061036,0.060335,0.059666,0.05902,0.058391,0.057881,0.05719,0.056617,0.056064,0.055528,0.054996,0.054489,0.053997,0.053518,0.053053,0.052602,0.052164,0.051736,0.051327,0.050924,0.050535,0.050153,0.049782,0.049428,0.049079,0.048744,0.048411,0.048092,0.04778,0.047479,0.047185,0.046899,0.046626,0.046351,0.046093,0.045838,0.045594,0.045346,0.045123,0.044897,0.044679,0.044461,0.044257,0.044059,0.043866,0.04368,0.043498,0.043322,0.043152,0.042987,0.04283,0.042676,0.042527,0.042389,0.042249,0.042117,0.041989,0.041867,0.041749,0.041637,0.041528,0.041425,0.041326,0.041231,0.041141,0.04105,0.040975,0.040897,0.040828,0.040758,0.040694,0.040634,0.040583,0.040529,0.040483,0.04044,0.040402,0.040367,0.040336,0.04031,0.040288,0.040271,0.040257,0.040246,0.04024
2.1013e-13,10.853,7.7184,6.2817,25.297,3.7251,2.3427,2.604,7.6162,2.1441,1.6214,2.3364,8.2309,2.1475,1.4801,1.7961,6.5346,1.5473,1.187,1.5945,6.4848,1.459,0.79212,0.64682,0.85608,0.46837,0.41838,0.38793,0.36719,0.34531,0.32885,0.31448,0.30169,0.2902,0.27986,0.27036,0.26161,0.25356,0.24607,0.23912,0.23256,0.22644,0.22066,0.21524,0.21013,0.20525,0.20067,0.19632,0.19219,0.18823,0.18449,0.18093,0.17723,0.17416,0.17106,0.16806,0.16518,0.16243,0.15978,0.15724,0.15481,0.15244,0.15018,0.148,0.14592,0.14389,0.14191,0.14002,0.13827,0.13641,0.13471,0.13307,0.13147,0.12993,0.12844,0.12699,0.12559,0.12423,0.12291,0.12161,0.12044,0.11922,0.11802,0.1169,0.1158,0.11473,0.1137,0.11269,0.11171,0.11076,0.10984,0.10894,0.1082,0.10725,0.10642,0.10562,0.10487,0.10409,0.10336,0.10264,0.10196,0.10127,0.10062,0.099979,0.09936,0.098755,0.098171,0.097599,0.096978,0.096526,0.095999,0.095492,0.094992,0.094524,0.094061,0.093607,0.093169,0.092747,0.092336,0.091937,0.091554,0.091178,0.09082,0.090469,0.090133,0.089806,0.089487,0.089183,0.088895,0.088605,0.088331,0.088062,0.087919,0.087589,0.08735,0.087128,0.086914,0.086709,0.086514,0.086329,0.086146,0.085986,0.085827,0.08568,0.085529,0.085403,0.085289,0.085169,0.084994,0.084985,0.084892,0.084812,0.08474,0.084677,0.084622,0.084577,0.084541,0.08451,0.084492,0.084475
1.3016e-13,6.9819,5.4113,4.5994,18.14,3.5019,2.0958,2.9086,8.1165,2.6575,2.1663,3.5246,13.39,3.403,2.2382,2.7112,11.28,2.6458,1.7965,2.3995,9.165,2.0607,1.0239,0.73037,1.3291,0.50507,0.42207,0.38295,0.35447,0.32935,0.31006,0.2937,0.27928,0.2667,0.25545,0.2453,0.23611,0.22776,0.2201,0.21304,0.20649,0.20038,0.19469,0.18938,0.18438,0.17969,0.17529,0.17114,0.16719,0.16346,0.15993,0.15658,0.15322,0.15029,0.14741,0.14463,0.14198,0.13945,0.13703,0.13471,0.13249,0.13034,0.12829,0.12631,0.12441,0.12258,0.12082,0.11912,0.11751,0.11591,0.11439,0.11291,0.11149,0.11012,0.10879,0.10751,0.10627,0.10506,0.10389,0.10275,0.10164,0.10063,0.099585,0.098588,0.097625,0.096685,0.095777,0.094896,0.094039,0.093208,0.092401,0.091615,0.090918,0.090127,0.0894,0.08871,0.088062,0.087378,0.086739,0.086116,0.08552,0.084926,0.084356,0.083802,0.083264,0.082741,0.082233,0.081739,0.081231,0.080797,0.080342,0.079904,0.079477,0.079066,0.078663,0.078275,0.077897,0.077527,0.077172,0.076828,0.076494,0.07617,0.075859,0.075558,0.075262,0.074982,0.074708,0.074443,0.074192,0.073944,0.073709,0.073479,0.073309,0.073057,0.072852,0.072661,0.072476,0.072299,0.07213,0.071969,0.071812,0.071671,0.071534,0.071403,0.071273,0.07117,0.071066,0.070963,0.070838,0.07079,0.070711,0.070642,0.070579,0.070523,0.070475,0.070434,0.0704,0.070377,0.070356,0.070343
7.1605e-14,4.0773,3.1386,3.3893,15.136,3.2322,1.7747,2.526,7.9419,2.1065,1.5167,2.2885,10.744,2.3506,1.5227,1.9353,8.5399,1.527,1.2573,1.5928,6.7069,1.4447,0.78282,0.55861,1.0233,0.37662,0.31157,0.27833,0.25627,0.23666,0.22135,0.20862,0.19768,0.18792,0.17944,0.17183,0.16501,0.15872,0.15301,0.14778,0.14296,0.13849,0.13435,0.13049,0.1269,0.12349,0.12032,0.11733,0.11452,0.11185,0.10934,0.10695,0.10471,0.10253,0.10049,0.098537,0.09667,0.094894,0.093194,0.091564,0.090013,0.088528,0.08709,0.085709,0.084391,0.083132,0.081904,0.080721,0.079633,0.078491,0.077442,0.076425,0.075445,0.074497,0.073582,0.072698,0.071832,0.071011,0.070212,0.069439,0.068712,0.067968,0.06726,0.066581,0.065929,0.065274,0.064653,0.06405,0.063465,0.062899,0.062348,0.061814,0.061304,0.060791,0.060298,0.059826,0.059369,0.058914,0.058481,0.058057,0.05765,0.05725,0.05686,0.056482,0.056117,0.05576,0.055415,0.05508,0.054728,0.054439,0.054129,0.053832,0.053532,0.053263,0.052989,0.052724,0.052465,0.052217,0.051976,0.051743,0.051517,0.051297,0.051085,0.050879,0.050675,0.05049,0.050305,0.050126,0.04996,0.049787,0.049628,0.049473,0.04934,0.049182,0.049045,0.048915,0.048789,0.04867,0.048555,0.048446,0.048341,0.048243,0.048151,0.048066,0.047984,0.047901,0.047831,0.047765,0.047682,0.047646,0.047593,0.047546,0.047504,0.047466,0.047434,0.047406,0.047381,0.047366,0.047354,0.047344
