"site","freq","mod","freqBin","amp"
"Florida","6Hz","box",156.857142857143,0.0173743826666667
"Florida","6Hz","box",157.285714285714,0.0173446743333333
"Florida","6Hz","box",157.714285714286,0.0173153553333333
"Florida","6Hz","box",158.142857142857,0.0172849043333333
"Florida","6Hz","box",158.571428571429,0.017256153
"Florida","6Hz","box",159,0.0172276803333333
"Florida","6Hz","box",159.428571428571,0.017199481
"Florida","6Hz","box",159.857142857143,0.017170755
"Florida","6Hz","box",160.285714285714,0.017142544
"Florida","6Hz","box",160.714285714286,0.0171153463333333
"Florida","6Hz","box",161.142857142857,0.0170873993333333
"Florida","6Hz","box",161.571428571429,0.017059298
"Florida","6Hz","box",162,0.017030175
"Florida","6Hz","box",162.428571428571,0.0170058886666667
"Florida","6Hz","box",162.857142857143,0.0169788053333333
"Florida","6Hz","box",163.285714285714,0.016952217
"Florida","6Hz","box",163.714285714286,0.0169251743333333
"Florida","6Hz","box",164.142857142857,0.0168964493333333
"Florida","6Hz","box",164.571428571429,0.0168704093333333
"Florida","6Hz","box",165,0.0168472703333333
"Florida","6Hz","box",165.428571428571,0.0168216446666667
"Florida","6Hz","box",165.857142857143,0.016806559
"Florida","6Hz","box",166.285714285714,0.016766285
"Florida","6Hz","box",166.714285714286,0.016745402
"Florida","6Hz","box",167.142857142857,0.016720008
"Florida","6Hz","box",167.571428571429,0.0166992333333333
"Florida","6Hz","box",168,0.0166746123333333
"Florida","6Hz","box",168.428571428571,0.0166496883333333
"Florida","6Hz","box",168.857142857143,0.0166240706666667
"Florida","6Hz","box",169.285714285714,0.0166012313333333
"Florida","6Hz","box",169.714285714286,0.0165795503333333
"Florida","6Hz","box",170.142857142857,0.0165562356666667
"Florida","6Hz","box",170.571428571429,0.0165331713333333
"Florida","6Hz","box",171,0.0165109453333333
"Florida","6Hz","box",171.428571428571,0.016485045
"Florida","6Hz","box",171.857142857143,0.0164622083333333
"Florida","6Hz","box",172.285714285714,0.016444295
"Florida","6Hz","box",172.714285714286,0.016423267
"Florida","6Hz","box",173.142857142857,0.0163990453333333
"Florida","6Hz","box",173.571428571429,0.016378002
"Florida","6Hz","box",174,0.016374835
"Florida","6Hz","box",174.428571428571,0.016334416
"Florida","6Hz","box",174.857142857143,0.0163119486666667
"Florida","6Hz","box",175.285714285714,0.016292061
"Florida","6Hz","box",175.714285714286,0.01627093
"Florida","6Hz","box",176.142857142857,0.0162492356666667
"Florida","6Hz","box",176.571428571429,0.0162295473333333
"Florida","6Hz","box",177,0.016210559
"Florida","6Hz","box",177.428571428571,0.0161909336666667
"Florida","6Hz","box",177.857142857143,0.016171688
"Florida","6Hz","box",178.285714285714,0.016150534
"Florida","6Hz","box",178.714285714286,0.0161312573333333
"Florida","6Hz","box",179.142857142857,0.0161120316666667
"Florida","6Hz","box",179.571428571429,0.016093029
"Florida","6Hz","box",180,0.0160739913333333
"Florida","6Hz","box",180.428571428571,0.0160552256666667
"Florida","6Hz","box",180.857142857143,0.0160366583333333
"Florida","6Hz","box",181.285714285714,0.016018212
"Florida","6Hz","box",181.714285714286,0.016000018
"Florida","6Hz","box",182.142857142857,0.015981587
"Florida","6Hz","box",182.571428571429,0.0159635243333333
"Florida","6Hz","box",183,0.0159459806666667
"Florida","6Hz","box",183.428571428571,0.015929399
"Florida","6Hz","box",183.857142857143,0.0159125786666667
"Florida","6Hz","box",184.285714285714,0.015894918
"Florida","6Hz","box",184.714285714286,0.015878675
"Florida","6Hz","box",185.142857142857,0.0158619953333333
"Florida","6Hz","box",185.571428571429,0.0158451663333333
"Florida","6Hz","box",186,0.0158032293333333
"Florida","6Hz","box",186.428571428571,0.0158105426666667
"Florida","6Hz","box",186.857142857143,0.0157942553333333
"Florida","6Hz","box",187.285714285714,0.0157775466666667
"Florida","6Hz","box",187.714285714286,0.0157607196666667
"Florida","6Hz","box",188.142857142857,0.015747438
"Florida","6Hz","box",188.571428571429,0.0157316516666667
"Florida","6Hz","box",189,0.0157147526666667
"Florida","6Hz","box",189.428571428571,0.0157004443333333
"Florida","6Hz","box",189.857142857143,0.0156845346666667
"Florida","6Hz","box",190.285714285714,0.0156694733333333
"Florida","6Hz","box",190.714285714286,0.015655714
"Florida","6Hz","box",191.142857142857,0.0156406116666667
"Florida","6Hz","box",191.571428571429,0.0156264156666667
"Florida","6Hz","box",192,0.0156128153333333
"Florida","6Hz","box",192.428571428571,0.01559675
"Florida","6Hz","box",192.857142857143,0.015584253
"Florida","6Hz","box",193.285714285714,0.0155717296666667
"Florida","6Hz","box",193.714285714286,0.0155651423333333
"Florida","6Hz","box",194.142857142857,0.015516735
"Florida","6Hz","box",194.571428571429,0.0155224541
"Florida","6Hz","box",195,0.0155118356666667
"Florida","6Hz","box",195.428571428571,0.0155009193
"Florida","6Hz","box",195.857142857143,0.0154875002333333
"Florida","6Hz","box",196.285714285714,0.0154747977666667
"Florida","6Hz","box",196.714285714286,0.0154623350333333
"Florida","6Hz","box",197.142857142857,0.0154481187333333
"Florida","6Hz","box",197.571428571429,0.0154349819
"Florida","6Hz","box",198,0.0154231164
"Florida","6Hz","box",198.428571428571,0.0154107372333333
"Florida","6Hz","box",198.857142857143,0.0153982803333333
"Florida","6Hz","box",199.285714285714,0.0153862315333333
"Florida","6Hz","box",199.714285714286,0.015374405
"Florida","6Hz","box",200.142857142857,0.0153630357333333
"Florida","6Hz","box",200.571428571429,0.0153509510333333
"Florida","6Hz","box",201,0.0153397800333333
"Florida","6Hz","box",201.428571428571,0.0153286503333333
"Florida","6Hz","box",201.857142857143,0.0153180417666667
"Florida","6Hz","box",202.285714285714,0.0153058158666667
"Florida","6Hz","box",202.714285714286,0.0152950860333333
"Florida","6Hz","box",203.142857142857,0.0152844707
"Florida","6Hz","box",203.571428571429,0.0152739466
"Florida","6Hz","box",204,0.0152635562666667
"Florida","6Hz","box",204.428571428571,0.0152530165333333
"Florida","6Hz","box",204.857142857143,0.0152426355666667
"Florida","6Hz","box",205.285714285714,0.0152321339666667
"Florida","6Hz","box",205.714285714286,0.0152215727333333
"Florida","6Hz","box",206.142857142857,0.0152160334666667
"Florida","6Hz","box",206.571428571429,0.0152045433666667
"Florida","6Hz","box",207,0.0151943177666667
"Florida","6Hz","box",207.428571428571,0.0151859945333333
"Florida","6Hz","box",207.857142857143,0.0151767517
"Florida","6Hz","box",208.285714285714,0.0151661136
"Florida","6Hz","box",208.714285714286,0.0151563180333333
"Florida","6Hz","box",209.142857142857,0.0151488714333333
"Florida","6Hz","box",209.571428571429,0.0151404127
"Florida","6Hz","box",210,0.0151316918
"Florida","6Hz","box",210.428571428571,0.0151232675666667
"Florida","6Hz","box",210.857142857143,0.0151144184666667
"Florida","6Hz","box",211.285714285714,0.0151044013333333
"Florida","6Hz","box",211.714285714286,0.0150973942
"Florida","6Hz","box",212.142857142857,0.0150919475666667
"Florida","6Hz","box",212.571428571429,0.0150845834666667
"Florida","6Hz","box",213,0.0150743512333333
"Florida","6Hz","box",213.428571428571,0.0150679719333333
"Florida","6Hz","box",213.857142857143,0.0150610911666667
"Florida","6Hz","box",214.285714285714,0.0150518271333333
"Florida","6Hz","box",214.714285714286,0.0150429351
"Florida","6Hz","box",215.142857142857,0.0150372417333333
"Florida","6Hz","box",215.571428571429,0.0150280325
"Florida","6Hz","box",216,0.0150201842
"Florida","6Hz","box",216.428571428571,0.015015627
"Florida","6Hz","box",216.857142857143,0.0150102968666667
"Florida","6Hz","box",217.285714285714,0.0150043717666667
"Florida","6Hz","box",217.714285714286,0.0149987944
"Florida","6Hz","box",218.142857142857,0.0149881179
"Florida","6Hz","box",218.571428571429,0.0149838592333333
"Florida","6Hz","box",219,0.0149786664666667
"Florida","6Hz","box",219.428571428571,0.0149735543666667
"Florida","6Hz","box",219.857142857143,0.0149671431333333
"Florida","6Hz","box",220.285714285714,0.0149618626
"Florida","6Hz","box",220.714285714286,0.0149570122
"Florida","6Hz","box",221.142857142857,0.0149513828
"Florida","6Hz","box",221.571428571429,0.0149455529333333
"Florida","6Hz","box",222,0.0149396945333333
"Florida","6Hz","box",222.428571428571,0.0149361221
"Florida","6Hz","box",222.857142857143,0.0149308693333333
"Florida","6Hz","box",223.285714285714,0.0149258207333333
"Florida","6Hz","box",223.714285714286,0.0149211815666667
