"freq","mod","freqBin","amp"
"6Hz","box",59.1428571428571,0.03763756
"6Hz","box",59.5714285714286,0.0361350916666667
"6Hz","box",60,0.051847095
"6Hz","box",60.4285714285714,0.035104215
"6Hz","box",60.8571428571429,0.036751715
"6Hz","box",61.2857142857143,0.033909865
"6Hz","box",61.7142857142857,0.0356980166666667
"6Hz","box",62.1428571428571,0.0348019416666667
"6Hz","box",62.5714285714286,0.0327151033333333
"6Hz","box",63,0.0384818416666667
"6Hz","box",63.4285714285714,0.03502491
"6Hz","box",63.8571428571429,0.036373605
"6Hz","box",64.2857142857143,0.0341824083333333
"6Hz","box",64.7142857142857,0.0370063933333333
"6Hz","box",65.1428571428571,0.04102266
"6Hz","box",65.5714285714286,0.0354747033333333
"6Hz","box",66,0.0486564533333333
"6Hz","box",66.4285714285714,0.0337046366666667
"6Hz","box",66.8571428571428,0.0345370383333333
"6Hz","box",67.2857142857143,0.0353919283333333
"6Hz","box",67.7142857142857,0.032954575
"6Hz","box",68.1428571428571,0.0302951616666667
"6Hz","box",68.5714285714286,0.03665357
"6Hz","box",69,0.0336362316666667
"6Hz","box",69.4285714285714,0.03178041
"6Hz","box",69.8571428571428,0.0302016083333333
"6Hz","box",70.2857142857143,0.0342629666666667
"6Hz","box",70.7142857142857,0.033835585
"6Hz","box",71.1428571428571,0.0330900583333333
"6Hz","box",71.5714285714286,0.036690425
"6Hz","box",72,0.0368327316666667
"6Hz","box",72.4285714285714,0.034142359
"6Hz","box",72.8571428571428,0.0300347983333333
"6Hz","box",73.2857142857143,0.0314888966666667
"6Hz","box",73.7142857142857,0.0274366116666667
"6Hz","box",74.1428571428571,0.0296501233333333
"6Hz","box",74.5714285714286,0.0266048516666667
"6Hz","box",75,0.032819525
"6Hz","box",75.4285714285714,0.028282665
"6Hz","box",75.8571428571428,0.0300323583333333
"6Hz","box",76.2857142857143,0.0301961716666667
"6Hz","box",76.7142857142857,0.0276411933333333
"6Hz","box",77.1428571428571,0.0290006183333333
"6Hz","box",77.5714285714286,0.02888371
"6Hz","box",78,0.0381719466666667
"6Hz","box",78.4285714285714,0.0315947333333333
"6Hz","box",78.8571428571428,0.0308304148333333
"6Hz","box",79.2857142857143,0.0276886216666667
"6Hz","box",79.7142857142857,0.0262719766666667
"6Hz","box",80.1428571428571,0.026361495
"6Hz","box",80.5714285714286,0.0290770333333333
"6Hz","box",81,0.0275984983333333
"6Hz","box",81.4285714285714,0.0298203483333333
"6Hz","box",81.8571428571428,0.02571664
"6Hz","box",82.2857142857143,0.0257973516666667
"6Hz","box",82.7142857142857,0.02664945
"6Hz","box",83.1428571428571,0.0277222166666667
"6Hz","box",83.5714285714286,0.0262486083333333
"6Hz","box",84,0.034091695
"6Hz","box",84.4285714285714,0.0278916483333333
"6Hz","box",84.8571428571428,0.028041245
"6Hz","box",85.2857142857143,0.0252309816666667
"6Hz","box",85.7142857142857,0.0257254116666667
"6Hz","box",86.1428571428571,0.0267785691666667
"6Hz","box",86.5714285714286,0.0262158358333333
"6Hz","box",87,0.024737837
"6Hz","box",87.4285714285714,0.0234825303333333
"6Hz","box",87.8571428571428,0.0279198526666667
"6Hz","box",88.2857142857143,0.0253662601666667
"6Hz","box",88.7142857142857,0.0259834145
"6Hz","box",89.1428571428571,0.0257530048333333
"6Hz","box",89.5714285714286,0.0250149263333333
"6Hz","box",90,0.0275173363333333
"6Hz","box",90.4285714285714,0.0272551958333333
"6Hz","box",90.8571428571428,0.0250223258333333
"6Hz","box",91.2857142857143,0.0253361496666667
"6Hz","box",91.7142857142857,0.0245871558333333
"6Hz","box",92.1428571428571,0.024681639
"6Hz","box",92.5714285714286,0.0231376411666667
"6Hz","box",93,0.0237897956666667
"6Hz","box",93.4285714285714,0.0239410083333333
"6Hz","box",93.8571428571428,0.0252003513333333
"6Hz","box",94.2857142857143,0.0254167506666667
"6Hz","box",94.7142857142857,0.0254975195
"6Hz","box",95.1428571428571,0.025831556
"6Hz","box",95.5714285714286,0.0251751053333333
"6Hz","box",96,0.0269931693333333
"6Hz","box",96.4285714285714,0.0237466951666667
"6Hz","box",96.8571428571428,0.0239686985
"6Hz","box",97.2857142857143,0.0239863856666667
"6Hz","box",97.7142857142857,0.0240047118333333
"6Hz","box",98.1428571428571,0.0242345045
"6Hz","box",98.5714285714286,0.023291888
"6Hz","box",99,0.0271088078333333
"6Hz","box",99.4285714285714,0.0218902538333333
"6Hz","box",99.8571428571428,0.0265973268333333
"6Hz","box",100.285714285714,0.0214072121666667
"6Hz","box",100.714285714286,0.0221572608333333
"6Hz","box",101.142857142857,0.0217397308333333
"6Hz","box",101.571428571429,0.0213464696666667
"6Hz","box",102,0.0244727678333333
"6Hz","box",102.428571428571,0.0212592128333333
"6Hz","box",102.857142857143,0.0205553663333333
"6Hz","box",103.285714285714,0.0214869908333333
"6Hz","box",103.714285714286,0.0221410095
"6Hz","box",104.142857142857,0.0258644173333333
"6Hz","box",104.571428571429,0.0226145595
"6Hz","box",105,0.0230502976666667
"6Hz","box",105.428571428571,0.0219831205
"6Hz","box",105.857142857143,0.0208565418333333
"6Hz","box",106.285714285714,0.02034004
"6Hz","box",106.714285714286,0.0224281596666667
"6Hz","box",107.142857142857,0.0216082201666667
"6Hz","box",107.571428571429,0.0205202618333333
"6Hz","box",108,0.0222247925
"6Hz","box",108.428571428571,0.0198620461666667
"6Hz","box",108.857142857143,0.0197530481666667
"6Hz","box",109.285714285714,0.0210755813333333
"6Hz","box",109.714285714286,0.0197448311666667
"6Hz","box",110.142857142857,0.0184640323333333
"6Hz","box",110.571428571429,0.0204725066666667
"6Hz","box",111,0.018302926
"6Hz","box",111.428571428571,0.0191841536666667
"6Hz","box",111.857142857143,0.0181566446666667
"6Hz","box",112.285714285714,0.0194537716666667
"6Hz","box",112.714285714286,0.0185758698333333
"6Hz","box",113.142857142857,0.017302438
"6Hz","box",113.571428571429,0.01670421
"6Hz","box",114,0.0178589615
"6Hz","box",114.428571428571,0.0171710226666667
"6Hz","box",114.857142857143,0.017050851
"6Hz","box",115.285714285714,0.016859399
"6Hz","box",115.714285714286,0.0155797518333333
"6Hz","box",116.142857142857,0.0167396243333333
"6Hz","box",116.571428571429,0.0170544581666667
"6Hz","box",117,0.0159393813333333
"6Hz","box",117.428571428571,0.0154789826666667
"6Hz","box",117.857142857143,0.01531029
"6Hz","box",118.285714285714,0.0148456096666667
"6Hz","box",118.714285714286,0.014448674
"6Hz","box",119.142857142857,0.0145694591666667
"6Hz","box",119.571428571429,0.014640424
"6Hz","box",120,0.0162879608333333
"6Hz","box",120.428571428571,0.0142251143333333
"6Hz","box",120.857142857143,0.014421863
"6Hz","box",121.285714285714,0.0144864588333333
"6Hz","box",121.714285714286,0.014014736
"6Hz","box",122.142857142857,0.01424474
"6Hz","box",122.571428571429,0.0139053411666667
"6Hz","box",123,0.0138672513333333
"6Hz","box",123.428571428571,0.0137462936666667
"6Hz","box",123.857142857143,0.0137914081666667
"6Hz","box",124.285714285714,0.0137841853333333
"6Hz","box",124.714285714286,0.0135990408333333
"6Hz","box",125.142857142857,0.013563217
"6Hz","box",125.571428571429,0.013468748
"6Hz","box",126,0.013484251
"6Hz","box",126.428571428571,0.0134120895
"6Hz","box",126.857142857143,0.013341803
"6Hz","box",127.285714285714,0.0132683156666667
"6Hz","box",127.714285714286,0.0132157786666667
"6Hz","box",128.142857142857,0.0131955776666667
"6Hz","box",128.571428571429,0.0131681671666667
"6Hz","box",129,0.013058776
"6Hz","box",129.428571428571,0.0129857928333333
"6Hz","box",129.857142857143,0.012937589
"6Hz","box",130.285714285714,0.012890774
"6Hz","box",130.714285714286,0.0128061016666667
"6Hz","box",131.142857142857,0.0127514601666667
"6Hz","box",131.571428571429,0.012640982
"6Hz","box",132,0.0126248733333333
"6Hz","box",132.428571428571,0.0125770983333333
"6Hz","box",132.857142857143,0.012472502
"6Hz","box",133.285714285714,0.0124222365
"6Hz","box",133.714285714286,0.012309697
"6Hz","box",134.142857142857,0.012355507
"6Hz","box",134.571428571429,0.012179926
"6Hz","box",135,0.0121880363333333
"6Hz","box",135.428571428571,0.0121281771666667
"6Hz","box",135.857142857143,0.011899608
"6Hz","box",136.285714285714,0.0122827123333333
"6Hz","box",136.714285714286,0.0121085025
"6Hz","box",137.142857142857,0.0119461695
"6Hz","box",137.571428571429,0.0119799953333333
"6Hz","box",138,0.0117312278333333
"6Hz","box",138.428571428571,0.0117691431666667
"6Hz","box",138.857142857143,0.0117914501666667
"6Hz","box",139.285714285714,0.0116548776666667
"6Hz","box",139.714285714286,0.0115520948333333
"6Hz","box",140.142857142857,0.011519082
"6Hz","box",140.571428571429,0.0114356003333333
"6Hz","box",141,0.0115013838333333
"6Hz","box",141.428571428571,0.0113661771666667
"6Hz","box",141.857142857143,0.0113319445
"6Hz","box",142.285714285714,0.0113044076666667
"6Hz","box",142.714285714286,0.0112926063333333
"6Hz","box",143.142857142857,0.0111541431666667
"6Hz","box",143.571428571429,0.0111346126666667
"6Hz","box",144,0.0110789418333333
"6Hz","box",144.428571428571,0.0109819816666667
"6Hz","box",144.857142857143,0.011023491
"6Hz","box",145.285714285714,0.0108971625
"6Hz","box",145.714285714286,0.0109093925
"6Hz","box",146.142857142857,0.0108128405
"6Hz","box",146.571428571429,0.0107897781666667
"6Hz","box",147,0.0107499705
"6Hz","box",147.428571428571,0.010696214
"6Hz","box",147.857142857143,0.0106589428333333
"6Hz","box",148.285714285714,0.0106361158333333
"6Hz","box",148.714285714286,0.0105920698333333
"6Hz","box",149.142857142857,0.0105539471666667
"6Hz","box",149.571428571429,0.0105191776666667
"6Hz","box",150,0.010487369
"6Hz","box",150.428571428571,0.0104518438333333
"6Hz","box",150.857142857143,0.0104246843333333
"6Hz","box",151.285714285714,0.0104024256666667
"6Hz","box",151.714285714286,0.0103663578333333
"6Hz","box",152.142857142857,0.0103322761666667
"6Hz","box",152.571428571429,0.0103007798333333
"6Hz","box",153,0.0102789321666667
"6Hz","box",153.428571428571,0.010249056
"6Hz","box",153.857142857143,0.0102197016666667
"6Hz","box",154.285714285714,0.0101984258333333
"6Hz","box",154.714285714286,0.0101714046666667
"6Hz","box",155.142857142857,0.010151135
"6Hz","box",155.571428571429,0.0101220346666667
"6Hz","box",156,0.0100979985
"6Hz","box",156.428571428571,0.010073856
"6Hz","box",156.857142857143,0.0100506496666667
"6Hz","box",157.285714285714,0.0100257136666667
"6Hz","box",157.714285714286,0.0100042081666667
"6Hz","box",158.142857142857,0.00998339383333333
"6Hz","box",158.571428571429,0.00995549983333333
"6Hz","box",159,0.00992934866666667
"6Hz","box",159.428571428571,0.009916358
"6Hz","box",159.857142857143,0.00988552583333333
"6Hz","box",160.285714285714,0.00987684666666667
"6Hz","box",160.714285714286,0.009859973
"6Hz","box",161.142857142857,0.00983140983333333
"6Hz","box",161.571428571429,0.00980891666666667
"6Hz","box",162,0.00979161516666667
"6Hz","box",162.428571428571,0.00976179733333333
"6Hz","box",162.857142857143,0.0097463225
"6Hz","box",163.285714285714,0.0097292515
"6Hz","box",163.714285714286,0.0097059
"6Hz","box",164.142857142857,0.00968676566666667
"6Hz","box",164.571428571429,0.00966679
"6Hz","box",165,0.00964784783333333
"6Hz","box",165.428571428571,0.00963182916666667
"6Hz","box",165.857142857143,0.009616745
"6Hz","box",166.285714285714,0.00959066366666667
"6Hz","box",166.714285714286,0.00957407633333333
"6Hz","box",167.142857142857,0.0095538565
"6Hz","box",167.571428571429,0.009538994
"6Hz","box",168,0.0095230615
"6Hz","box",168.428571428571,0.00950368916666667
"6Hz","box",168.857142857143,0.00948349333333333
"6Hz","box",169.285714285714,0.00946625966666667
"6Hz","box",169.714285714286,0.00944888283333333
"6Hz","box",170.142857142857,0.0094302585
"6Hz","box",170.571428571429,0.00941583616666667
"6Hz","box",171,0.00939774733333333
"6Hz","box",171.428571428571,0.009380523
"6Hz","box",171.857142857143,0.00935566233333333
"6Hz","box",172.285714285714,0.0093489415
"6Hz","box",172.714285714286,0.009334329
"6Hz","box",173.142857142857,0.0093196995
"6Hz","box",173.571428571429,0.0093064485
"6Hz","box",174,0.00929325183333333
"6Hz","box",174.428571428571,0.00927517116666667
"6Hz","box",174.857142857143,0.00925706283333333
"6Hz","box",175.285714285714,0.00924403833333333
"6Hz","box",175.714285714286,0.00922815933333333
"6Hz","box",176.142857142857,0.00921750566666667
"6Hz","box",176.571428571429,0.009201041
"6Hz","box",177,0.00918731916666667
"6Hz","box",177.428571428571,0.0091747605
"6Hz","box",177.857142857143,0.00916235233333333
"6Hz","box",178.285714285714,0.00914733866666667
"6Hz","box",178.714285714286,0.009135075
"6Hz","box",179.142857142857,0.00912241483333333
"6Hz","box",179.571428571429,0.00910710566666667
"6Hz","box",180,0.00909358633333333
"6Hz","box",180.428571428571,0.009083503
"6Hz","box",180.857142857143,0.0090735515
"6Hz","box",181.285714285714,0.00905904133333333
"6Hz","box",181.714285714286,0.00904776
"6Hz","box",182.142857142857,0.009026409
"6Hz","box",182.571428571429,0.00901889766666667
"6Hz","box",183,0.00900466583333333
"6Hz","box",183.428571428571,0.00899646016666667
"6Hz","box",183.857142857143,0.00898545083333333
"6Hz","box",184.285714285714,0.00897671983333333
"6Hz","box",184.714285714286,0.00896384216666667
"6Hz","box",185.142857142857,0.00894909683333333
"6Hz","box",185.571428571429,0.0089359355
"6Hz","box",186,0.00891413733333333
"6Hz","box",186.428571428571,0.00891782933333333
"6Hz","box",186.857142857143,0.00890618216666667
"6Hz","box",187.285714285714,0.0088970925
"6Hz","box",187.714285714286,0.008883049
"6Hz","box",188.142857142857,0.00887086033333333
"6Hz","box",188.571428571429,0.00885893383333333
"6Hz","box",189,0.00884795566666667
"6Hz","box",189.428571428571,0.00883816583333333
"6Hz","box",189.857142857143,0.00882655666666667
"6Hz","box",190.285714285714,0.00881616716666667
"6Hz","box",190.714285714286,0.00880258916666667
"6Hz","box",191.142857142857,0.008793485
"6Hz","box",191.571428571429,0.00879273783333333
"6Hz","box",192,0.00886852116666667
"6Hz","box",192.428571428571,0.00877048783333333
"6Hz","box",192.857142857143,0.00875376366666667
"6Hz","box",193.285714285714,0.00874665483333333
"6Hz","box",193.714285714286,0.0087367365
"6Hz","box",194.142857142857,0.00872005433333333
"6Hz","box",194.571428571429,0.00871430621666667
"6Hz","box",195,0.0087041145
"6Hz","box",195.428571428571,0.00869960481666667
"6Hz","box",195.857142857143,0.00868834278333333
"6Hz","box",196.285714285714,0.00868348555
"6Hz","box",196.714285714286,0.00867688418333333
"6Hz","box",197.142857142857,0.0086667762
"6Hz","box",197.571428571429,0.00866425195
"6Hz","box",198,0.0086517522
"6Hz","box",198.428571428571,0.00864191678333333
"6Hz","box",198.857142857143,0.00863371266666667
"6Hz","box",199.285714285714,0.00862617393333333
"6Hz","box",199.714285714286,0.00861552633333333
"6Hz","box",200.142857142857,0.00862611986666667
"6Hz","box",200.571428571429,0.00860442251666667
"6Hz","box",201,0.00859760951666667
"6Hz","box",201.428571428571,0.008589139
"6Hz","box",201.857142857143,0.00858194421666667
"6Hz","box",202.285714285714,0.0085760256
"6Hz","box",202.714285714286,0.00856968218333333
"6Hz","box",203.142857142857,0.00856297435
"6Hz","box",203.571428571429,0.0085563673
"6Hz","box",204,0.0085455113
"6Hz","box",204.428571428571,0.0085439841
"6Hz","box",204.857142857143,0.00853969061666667
"6Hz","box",205.285714285714,0.00853786031666667
"6Hz","box",205.714285714286,0.0085408962
"6Hz","box",206.142857142857,0.0085046986
"6Hz","box",206.571428571429,0.00851148768333333
"6Hz","box",207,0.00850010021666667
"6Hz","box",207.428571428571,0.0084922981
"6Hz","box",207.857142857143,0.00848853151666667
"6Hz","box",208.285714285714,0.0084925798
"6Hz","box",208.714285714286,0.00848186185
"6Hz","box",209.142857142857,0.00848027938333333
"6Hz","box",209.571428571429,0.00848110968333333
"6Hz","box",210,0.00847451173333333
"6Hz","box",210.428571428571,0.00846861028333333
"6Hz","box",210.857142857143,0.00846401306666667
"6Hz","box",211.285714285714,0.00845215783333333
"6Hz","box",211.714285714286,0.0084459716
"6Hz","box",212.142857142857,0.00839887745
"6Hz","box",212.571428571429,0.00842574706666667
"6Hz","box",213,0.00842465745
"6Hz","box",213.428571428571,0.00842065863333333
"6Hz","box",213.857142857143,0.00841712358333333
"6Hz","box",214.285714285714,0.00840564306666667
"6Hz","box",214.714285714286,0.00839978488333333
"6Hz","box",215.142857142857,0.00839543553333333
"6Hz","box",215.571428571429,0.00839064558333333
"6Hz","box",216,0.0083891551
"6Hz","box",216.428571428571,0.00837606433333333
"6Hz","box",216.857142857143,0.00836831593333333
"6Hz","box",217.285714285714,0.00835955255
"6Hz","box",217.714285714286,0.00834182103333333
"6Hz","box",218.142857142857,0.00856854761666667
"6Hz","box",218.571428571429,0.00840248828333333
"6Hz","box",219,0.00837260773333333
"6Hz","box",219.428571428571,0.00835675618333333
"6Hz","box",219.857142857143,0.0083458399
"6Hz","box",220.285714285714,0.00831860096666667
"6Hz","box",220.714285714286,0.00830121673333333
"6Hz","box",221.142857142857,0.00828600236666667
"6Hz","box",221.571428571429,0.00828168673333333
"6Hz","box",222,0.0082651515
"6Hz","box",222.428571428571,0.00823711161666667
"6Hz","box",222.857142857143,0.00823177599833333
"6Hz","box",223.285714285714,0.00825342551666667
"6Hz","box",223.714285714286,0.00824231178333333
"6Hz","box",224.142857142857,0.00892406353333333
"6Hz","box",224.571428571429,0.00848245373333333
"6Hz","box",225,0.00837281661666667
"6Hz","box",225.428571428571,0.00832597336666667
"6Hz","box",225.857142857143,0.00832583715
"6Hz","box",226.285714285714,0.0083143575
"6Hz","box",226.714285714286,0.00831023523333333
"6Hz","box",227.142857142857,0.00830590778333333
"6Hz","box",227.571428571429,0.00830463435
"6Hz","box",228,0.0083030619
"6Hz","box",228.428571428571,0.00829803638333333
"6Hz","box",228.857142857143,0.0082908727
"6Hz","box",229.285714285714,0.00827843323333333
"6Hz","box",229.714285714286,0.00824996071666667
"6Hz","box",230.142857142857,0.00846101568333333
"6Hz","box",230.571428571429,0.00832659991666667
"6Hz","box",231,0.00830748446666667
"6Hz","box",231.428571428571,0.00830276993333333
"6Hz","box",231.857142857143,0.00829249808333333
"6Hz","box",232.285714285714,0.00828869761666667
"6Hz","box",232.714285714286,0.0082632346
"6Hz","box",233.142857142857,0.00826440425
"6Hz","box",233.571428571429,0.00825985593333333
"6Hz","box",234,0.00826183275
"6Hz","box",234.428571428571,0.00828351182666667
"6Hz","box",234.857142857143,0.00827948436666667
"6Hz","box",235.285714285714,0.00827583779
"6Hz","box",235.714285714286,0.00826242573333333
"6Hz","box",236.142857142857,0.00827724985833333
"6Hz","box",236.571428571429,0.00826704368666667
"6Hz","box",237,0.00827571634833333
"6Hz","box",237.428571428571,0.00827930599333333
"6Hz","box",237.857142857143,0.00828972679166667
"6Hz","box",238.285714285714,0.00825625972166667
"6Hz","box",238.714285714286,0.00826485762166667
"6Hz","box",239.142857142857,0.00826326205333333
"6Hz","box",239.571428571429,0.00826314586833333
"6Hz","sine",0,3.61822905
"6Hz","sine",0.428571428571429,0.566029933333333
"6Hz","sine",0.857142857142857,0.598195416666667
"6Hz","sine",1.28571428571429,1.03599321666667
"6Hz","sine",1.71428571428571,1.547875
"6Hz","sine",2.14285714285714,1.21512671666667
"6Hz","sine",2.57142857142857,1.48886605
"6Hz","sine",3,1.42010548333333
"6Hz","sine",3.42857142857143,1.2197857
"6Hz","sine",3.85714285714286,0.969759166666667
"6Hz","sine",4.28571428571429,1.32825548333333
"6Hz","sine",4.71428571428571,1.10334306666667
"6Hz","sine",5.14285714285714,1.15624018333333
"6Hz","sine",5.57142857142857,1.2960633
"6Hz","sine",6,6.26503733333333
"6Hz","sine",6.42857142857143,0.832432566666667
"6Hz","sine",6.85714285714286,0.720953233333333
"6Hz","sine",7.28571428571429,0.727502233333333
"6Hz","sine",7.71428571428571,0.789634533333333
"6Hz","sine",8.14285714285714,0.732599566666667
"6Hz","sine",8.57142857142857,0.648100566666667
"6Hz","sine",9,0.689036583333333
"6Hz","sine",9.42857142857143,0.71766185
"6Hz","sine",9.85714285714286,0.618559766666667
"6Hz","sine",10.2857142857143,0.66404365
"6Hz","sine",10.7142857142857,0.6938899
"6Hz","sine",11.1428571428571,0.720708466666667
"6Hz","sine",11.5714285714286,0.708417966666667
"6Hz","sine",12,2.3069835
"6Hz","sine",12.4285714285714,0.500075983333333
"6Hz","sine",12.8571428571429,0.462731
"6Hz","sine",13.2857142857143,0.44813465
"6Hz","sine",13.7142857142857,0.47956195
"6Hz","sine",14.1428571428571,0.4371941
"6Hz","sine",14.5714285714286,0.425741133333333
"6Hz","sine",15,0.44846205
"6Hz","sine",15.4285714285714,0.330068833333333
"6Hz","sine",15.8571428571429,0.351762366666667
"6Hz","sine",16.2857142857143,0.322331618333333
"6Hz","sine",16.7142857142857,0.299685016666667
"6Hz","sine",17.1428571428571,0.34091805
"6Hz","sine",17.5714285714286,0.366834016666667
"6Hz","sine",18,1.13969833333333
"6Hz","sine",18.4285714285714,0.327347666666667
"6Hz","sine",18.8571428571429,0.323013693333333
"6Hz","sine",19.2857142857143,0.25392622
"6Hz","sine",19.7142857142857,0.285455616666667
"6Hz","sine",20.1428571428571,0.342144533333333
"6Hz","sine",20.5714285714286,0.281046625
"6Hz","sine",21,0.246995816666667
"6Hz","sine",21.4285714285714,0.2540465
"6Hz","sine",21.8571428571429,0.228609561666667
