"lab","freq","mod","electrode","x","y","amplitude"
"Florida","8.57Hz","square","E18",-16.0697667431522,76.4350039760624,1.99339533333333
"Florida","8.57Hz","square","E19",-23.6192388587642,58.8318312797812,1.91931066666667
"Florida","8.57Hz","square","E20",-31.3121246459833,41.9182840077502,1.63326933333333
"Florida","8.57Hz","square","E21",-14.1187002915317,105.342066422099,2.26535533333333
"Florida","8.57Hz","square","E22",-26.8737792539972,88.585411736964,1.82575533333333
"Florida","8.57Hz","square","E23",-35.2634825458284,69.6677676887961,2.48402266666667
"Florida","8.57Hz","square","E24",-39.5281102525102,53.3724044414846,2.335836
"Florida","8.57Hz","square","E25",-51.097415472918,96.8083637295249,1.64080466666667
"Florida","8.57Hz","square","E26",-60.5117564493148,76.717478004812,1.42764866666667
"Florida","8.57Hz","square","E27",-56.2717346283799,54.0022587112168,2.13310133333333
"Florida","8.57Hz","square","E28",-50.0298983002845,37.5034658673461,1.64585266666667
"Florida","8.57Hz","square","E29",-39.6304283909149,22.4510456227002,2.232728
"Florida","8.57Hz","square","E30",-28.5960902390953,7.43167134886356,4.32438866666667
"Florida","8.57Hz","square","E31",-14.2590609871468,-4.99065843399723,3.41005726666667
"Florida","8.57Hz","square","E32",-86.719831310897,82.7208230943671,1.33133066666667
"Florida","8.57Hz","square","E33",-86.5427774390136,55.8179182444255,1.661506
"Florida","8.57Hz","square","E34",-73.2735964589411,31.8739532843394,1.26869333333333
"Florida","8.57Hz","square","E35",-58.7070104036568,13.6367088941921,1.25910266666667
"Florida","8.57Hz","square","E36",-45.139000940819,2.34746545549408,3.21298266666667
"Florida","8.57Hz","square","E37",-29.3939238752213,-11.4188613800894,3.38284266666667
"Florida","8.57Hz","square","E38",-111.066561880691,61.2336542760814,1.92455
"Florida","8.57Hz","square","E39",-106.979294016482,12.6447944916077,2.235446
"Florida","8.57Hz","square","E40",-82.0312253490634,0.356499272328901,1.46163733333333
"Florida","8.57Hz","square","E41",-62.3658981365752,-7.23363018257962,1.72785533333333
"Florida","8.57Hz","square","E42",-48.4277069849025,-19.0176228846936,2.93883933333333
"Florida","8.57Hz","square","E43",-132.385776483018,49.089223063604,3.23038333333333
"Florida","8.57Hz","square","E44",-127.856243406767,23.8953117140088,2.74045666666667
"Florida","8.57Hz","square","E45",-102.023724252225,-26.0624191069444,1.95779733333333
"Florida","8.57Hz","square","E46",-77.0757795587277,-24.2279722926707,1.93740066666667
"Florida","8.57Hz","square","E47",-61.3490707363697,-27.4299165836118,2.68083266666667
"Florida","8.57Hz","square","E48",-147.073602828489,55.1905344696692,4.38638
"Florida","8.57Hz","square","E49",-148.427539841507,9.81951733019121,3.91320133333333
"Florida","8.57Hz","square","E50",-87.6147402607277,-51.9804690729627,3.08068
"Florida","8.57Hz","square","E51",-64.3973497966683,-45.8325114211031,4.03383866666667
"Florida","8.57Hz","square","E52",-49.3286473753904,-38.0293353099208,3.16731733333333
"Florida","8.57Hz","square","E53",-31.8703858461666,-30.6802729781934,3.23950266666667
"Florida","8.57Hz","square","E54",-16.3380561246601,-24.5721384105547,4.44074666666667
"Florida","8.57Hz","square","E55",1.86009153028893e-15,-15.1888,5.92004733333333
"Florida","8.57Hz","square","E56",-134.514184844694,-53.5568924748948,4.69460466666667
"Florida","8.57Hz","square","E57",-107.771903337525,-61.2478444600876,2.89068466666667
"Florida","8.57Hz","square","E58",-72.0824426385969,-68.7392048197634,3.182576
"Florida","8.57Hz","square","E59",-49.0164711950736,-60.6384229311954,3.71044466666667
"Florida","8.57Hz","square","E60",-33.5739711579434,-49.4397118183913,4.70385333333333
"Florida","8.57Hz","square","E61",-17.5616376782163,-41.0535015078989,4.56000666666667
"Florida","8.57Hz","square","E62",6.24863782796946e-15,-51.024,6.23855333333333
"Florida","8.57Hz","square","E63",-111.844618176326,-90.215004411638,4.97877333333333
"Florida","8.57Hz","square","E64",-82.7166311762146,-89.8591836311575,3.10783066666667
"Florida","8.57Hz","square","E65",-53.2724548220446,-83.4923179534095,5.04515066666667
"Florida","8.57Hz","square","E66",-32.9982073155436,-70.0930032026051,5.390106
"Florida","8.57Hz","square","E67",-14.9843695227892,-59.7435310808167,5.502908
"Florida","8.57Hz","square","E68",-70.8544927411257,-119.808404222733,4.5371
"Florida","8.57Hz","square","E69",-50.7971288111611,-109.433046236237,3.43199733333333
"Florida","8.57Hz","square","E70",-29.8089612459443,-93.6860097636664,6.259352
"Florida","8.57Hz","square","E71",-12.5941162529112,-75.6650426009803,8.47194266666667
"Florida","8.57Hz","square","E72",8.04078595384169e-15,-65.658,8.54219333333333
"Florida","8.57Hz","square","E73",-34.2137515878335,-132.964697639208,6.03240666666667
"Florida","8.57Hz","square","E74",-15.7052501655887,-118.019611578908,5.37958066666667
"Florida","8.57Hz","square","E75",1.18239648457677e-14,-96.55,11.44074
"Florida","8.57Hz","square","E76",12.5941162529112,-75.6650426009803,10.9973866666667
"Florida","8.57Hz","square","E77",14.9843695227892,-59.7435310808167,9.81603333333333
"Florida","8.57Hz","square","E78",17.5616376782163,-41.0535015078989,5.39119733333333
