"lab","freq","mod","electrode","x","y","amplitude"
"Florida","6Hz","sine","E43",-132.385776483018,49.089223063604,0.182465933333333
"Florida","6Hz","sine","E44",-127.856243406767,23.8953117140088,0.176862933333333
"Florida","6Hz","sine","E45",-102.023724252225,-26.0624191069444,0.2303722
"Florida","6Hz","sine","E46",-77.0757795587277,-24.2279722926707,0.214001
"Florida","6Hz","sine","E47",-61.3490707363697,-27.4299165836118,0.2834854
"Florida","6Hz","sine","E48",-147.073602828489,55.1905344696692,0.2534206
"Florida","6Hz","sine","E49",-148.427539841507,9.81951733019121,0.262293266666667
"Florida","6Hz","sine","E50",-87.6147402607277,-51.9804690729627,0.2540388
"Florida","6Hz","sine","E51",-64.3973497966683,-45.8325114211031,0.2637024
"Florida","6Hz","sine","E52",-49.3286473753904,-38.0293353099208,0.276565466666667
"Florida","6Hz","sine","E53",-31.8703858461666,-30.6802729781934,0.2766668
"Florida","6Hz","sine","E54",-16.3380561246601,-24.5721384105547,0.347696466666667
"Florida","6Hz","sine","E55",1.86009153028893e-15,-15.1888,0.253258933333333
"Florida","6Hz","sine","E56",-134.514184844694,-53.5568924748948,0.256273133333333
"Florida","6Hz","sine","E57",-107.771903337525,-61.2478444600876,0.253482466666667
"Florida","6Hz","sine","E58",-72.0824426385969,-68.7392048197634,0.395504
"Florida","6Hz","sine","E59",-49.0164711950736,-60.6384229311954,0.429683333333333
"Florida","6Hz","sine","E60",-33.5739711579434,-49.4397118183913,0.338694
"Florida","6Hz","sine","E61",-17.5616376782163,-41.0535015078989,0.421246666666667
"Florida","6Hz","sine","E62",6.24863782796946e-15,-51.024,0.402094
"Florida","6Hz","sine","E63",-111.844618176326,-90.215004411638,0.318074266666667
"Florida","6Hz","sine","E64",-82.7166311762146,-89.8591836311575,0.2872386
"Florida","6Hz","sine","E65",-53.2724548220446,-83.4923179534095,0.393524666666667
"Florida","6Hz","sine","E66",-32.9982073155436,-70.0930032026051,0.3990394
"Florida","6Hz","sine","E67",-14.9843695227892,-59.7435310808167,0.421807333333333
"Florida","6Hz","sine","E68",-70.8544927411257,-119.808404222733,0.372860666666667
"Florida","6Hz","sine","E69",-50.7971288111611,-109.433046236237,0.363828666666667
"Florida","6Hz","sine","E70",-29.8089612459443,-93.6860097636664,0.435408
"Florida","6Hz","sine","E71",-12.5941162529112,-75.6650426009803,0.541643333333333
"Florida","6Hz","sine","E72",8.04078595384169e-15,-65.658,0.5124968
"Florida","6Hz","sine","E73",-34.2137515878335,-132.964697639208,0.417614
"Florida","6Hz","sine","E74",-15.7052501655887,-118.019611578908,0.509068666666667
"Florida","6Hz","sine","E75",1.18239648457677e-14,-96.55,0.683511333333333
"Florida","6Hz","sine","E76",12.5941162529112,-75.6650426009803,0.5919218
"Florida","6Hz","sine","E77",14.9843695227892,-59.7435310808167,0.567582733333333
"Florida","6Hz","sine","E78",17.5616376782163,-41.0535015078989,0.421399333333333
"Florida","6Hz","sine","E79",16.3380561246601,-24.5721384105547,0.3294944
"Florida","6Hz","sine","E80",14.2590609871468,-4.99065843399723,0.1749044
"Florida","6Hz","sine","E81",1.66253150865048e-14,-135.756,0.4180406
"Florida","6Hz","sine","E82",15.7052501655887,-118.019611578908,0.490989666666667
"Florida","6Hz","sine","E83",29.8089612459443,-93.6860097636664,0.478319133333333
"Florida","6Hz","sine","E84",32.9982073155436,-70.0930032026051,0.447525533333333
"Florida","6Hz","sine","E85",33.5739711579434,-49.4397118183913,0.407836266666667
"Florida","6Hz","sine","E86",31.8703858461666,-30.6802729781934,0.3655878
"Florida","6Hz","sine","E87",29.3939238752213,-11.4188613800894,0.2755252
"Florida","6Hz","sine","E88",34.2137515878335,-132.964697639208,0.353454
"Florida","6Hz","sine","E89",50.7971288111611,-109.433046236237,0.3263346
"Florida","6Hz","sine","E90",53.2724548220446,-83.4923179534095,0.4046262
"Florida","6Hz","sine","E91",49.0164711950736,-60.6384229311954,0.459192266666667
"Florida","6Hz","sine","E92",49.3286473753904,-38.0293353099208,0.377805866666667
"Florida","6Hz","sine","E93",48.4277069849025,-19.0176228846936,0.226659266666667
"Florida","6Hz","sine","E94",70.8544927411257,-119.808404222733,0.347950666666667
"Florida","6Hz","sine","E95",82.7166311762146,-89.8591836311575,0.33507
"Florida","6Hz","sine","E96",72.0824426385969,-68.7392048197634,0.409346466666667
"Florida","6Hz","sine","E97",64.3973497966683,-45.8325114211031,0.3813992
"Florida","6Hz","sine","E98",61.3490707363697,-27.4299165836118,0.302773
"Florida","6Hz","sine","E99",111.844618176326,-90.215004411638,0.30311
"Florida","6Hz","sine","E100",107.771903337525,-61.2478444600876,0.2397754
"Florida","6Hz","sine","E101",87.6147402607277,-51.9804690729627,0.291621333333333
"Florida","6Hz","sine","E102",77.0757795587277,-24.2279722926707,0.289498333333333
"Florida","6Hz","sine","E103",62.3658981365752,-7.23363018257962,0.251854333333333
"Florida","6Hz","sine","E104",45.139000940819,2.34746545549408,0.289046933333333
"Florida","6Hz","sine","E105",28.5960902390953,7.43167134886356,0.2619058
"Florida","6Hz","sine","E106",9.06629877496366,11.5485593631021,0.240224466666667
"Florida","6Hz","sine","E107",134.514184844694,-53.5568924748948,0.224363066666667
"Florida","6Hz","sine","E108",102.023724252225,-26.0624191069444,0.262256
"Florida","6Hz","sine","E109",82.0312253490634,0.356499272328901,0.277036666666667
"Florida","6Hz","sine","E110",58.7070104036568,13.6367088941921,0.204079333333333
"Florida","6Hz","sine","E111",39.6304283909149,22.4510456227002,0.201504466666667
"Florida","6Hz","sine","E112",18.7176485153145,25.0067456910559,0.22237
"Florida","6Hz","sine","E113",148.427539841507,9.81951733019121,0.232457066666667
