"lab","freq","mod","electrode","x","y","amplitude","amplitudeSNR"
"Florida","8.57Hz","square","E38",-111.066561880691,61.2336542760814,9.55897333333333,5.83278696900757
"Florida","8.57Hz","square","E39",-106.979294016482,12.6447944916077,9.88401333333333,5.83600384680868
"Florida","8.57Hz","square","E40",-82.0312253490634,0.356499272328901,7.19940666666667,5.56900405508192
"Florida","8.57Hz","square","E41",-62.3658981365752,-7.23363018257962,7.29180666666667,5.55718878284825
"Florida","8.57Hz","square","E42",-48.4277069849025,-19.0176228846936,9.75826,5.63446628589598
"Florida","8.57Hz","square","E43",-132.385776483018,49.089223063604,13.03092,5.79871930559979
"Florida","8.57Hz","square","E44",-127.856243406767,23.8953117140088,11.8469866666667,5.90880231233393
"Florida","8.57Hz","square","E45",-102.023724252225,-26.0624191069444,10.7028933333333,5.6146464239256
"Florida","8.57Hz","square","E46",-77.0757795587277,-24.2279722926707,7.56885333333333,5.83607036191242
"Florida","8.57Hz","square","E47",-61.3490707363697,-27.4299165836118,7.3909,6.02549619980336
"Florida","8.57Hz","square","E48",-147.073602828489,55.1905344696692,16.4177933333333,5.73989754909531
"Florida","8.57Hz","square","E49",-148.427539841507,9.81951733019121,14.3905466666667,5.8492749316418
"Florida","8.57Hz","square","E50",-87.6147402607277,-51.9804690729627,7.72140666666667,6.11119374664287
"Florida","8.57Hz","square","E51",-64.3973497966683,-45.8325114211031,12.01856,5.98167569769188
"Florida","8.57Hz","square","E52",-49.3286473753904,-38.0293353099208,8.46542,6.26105642645764
"Florida","8.57Hz","square","E53",-31.8703858461666,-30.6802729781934,10.45962,5.72705069487483
"Florida","8.57Hz","square","E54",-16.3380561246601,-24.5721384105547,9.99843333333333,6.55976807752865
"Florida","8.57Hz","square","E55",1.86009153028893e-15,-15.1888,14.75168,5.84605926797255
"Florida","8.57Hz","square","E56",-134.514184844694,-53.5568924748948,12.6212,6.05365272179345
"Florida","8.57Hz","square","E57",-107.771903337525,-61.2478444600876,8.28447333333333,6.0486383395889
"Florida","8.57Hz","square","E58",-72.0824426385969,-68.7392048197634,8.83368,6.28934191195257
"Florida","8.57Hz","square","E59",-49.0164711950736,-60.6384229311954,8.83149333333333,6.29331984331776
"Florida","8.57Hz","square","E60",-33.5739711579434,-49.4397118183913,11.72246,6.14495302469734
"Florida","8.57Hz","square","E61",-17.5616376782163,-41.0535015078989,9.27352666666667,6.75909256594986
"Florida","8.57Hz","square","E62",6.24863782796946e-15,-51.024,14.3475466666667,6.33781984661413
"Florida","8.57Hz","square","E63",-111.844618176326,-90.215004411638,11.8178266666667,6.21498230428153
"Florida","8.57Hz","square","E64",-82.7166311762146,-89.8591836311575,9.25322,5.97254156491155
"Florida","8.57Hz","square","E65",-53.2724548220446,-83.4923179534095,11.36,6.84193177032644
"Florida","8.57Hz","square","E66",-32.9982073155436,-70.0930032026051,12.2941933333333,6.45100531592375
"Florida","8.57Hz","square","E67",-14.9843695227892,-59.7435310808167,10.4829533333333,6.70481491160025
"Florida","8.57Hz","square","E68",-70.8544927411257,-119.808404222733,10.7991866666667,6.31999050104374
"Florida","8.57Hz","square","E69",-50.7971288111611,-109.433046236237,7.83445333333333,6.50783424855187
"Florida","8.57Hz","square","E70",-29.8089612459443,-93.6860097636664,13.1087,7.46138054729449
"Florida","8.57Hz","square","E71",-12.5941162529112,-75.6650426009803,13.58088,7.55650308874988
"Florida","8.57Hz","square","E72",8.04078595384169e-15,-65.658,16.9449466666667,7.07028318586774
"Florida","8.57Hz","square","E73",-34.2137515878335,-132.964697639208,11.9603066666667,6.70619176892566
"Florida","8.57Hz","square","E74",-15.7052501655887,-118.019611578908,10.1242666666667,7.68473124845073
"Florida","8.57Hz","square","E75",1.18239648457677e-14,-96.55,15.7597266666667,10.2840672215641
"Florida","8.57Hz","square","E76",12.5941162529112,-75.6650426009803,16.9130133333333,8.87775228657362
"Florida","8.57Hz","square","E77",14.9843695227892,-59.7435310808167,15.6965333333333,8.02272036008774
"Florida","8.57Hz","square","E78",17.5616376782163,-41.0535015078989,12.56828,7.00475766504761
"Florida","8.57Hz","square","E79",16.3380561246601,-24.5721384105547,11.2205866666667,6.14004963198721
"Florida","8.57Hz","square","E80",14.2590609871468,-4.99065843399723,10.6699333333333,5.71893965016686
"Florida","8.57Hz","square","E81",1.66253150865048e-14,-135.756,12.81174,7.17213226204698
"Florida","8.57Hz","square","E82",15.7052501655887,-118.019611578908,9.13668,7.17133319877106
"Florida","8.57Hz","square","E83",29.8089612459443,-93.6860097636664,12.7683666666667,8.40650264985419
"Florida","8.57Hz","square","E84",32.9982073155436,-70.0930032026051,13.3212866666667,6.85476160821897
"Florida","8.57Hz","square","E85",33.5739711579434,-49.4397118183913,12.7123933333333,6.38822173712815
"Florida","8.57Hz","square","E86",31.8703858461666,-30.6802729781934,12.1192933333333,6.02830580318606
"Florida","8.57Hz","square","E87",29.3939238752213,-11.4188613800894,9.90437333333333,5.96555446811589
"Florida","8.57Hz","square","E88",34.2137515878335,-132.964697639208,12.57994,6.40862010957302
"Florida","8.57Hz","square","E89",50.7971288111611,-109.433046236237,9.35312666666667,5.88613768719223
"Florida","8.57Hz","square","E90",53.2724548220446,-83.4923179534095,11.9389866666667,6.45363298221147
"Florida","8.57Hz","square","E91",49.0164711950736,-60.6384229311954,12.9437666666667,6.48731840671983
"Florida","8.57Hz","square","E92",49.3286473753904,-38.0293353099208,9.75450666666667,6.22067387191597
"Florida","8.57Hz","square","E93",48.4277069849025,-19.0176228846936,9.49216,5.95141708352466
"Florida","8.57Hz","square","E94",70.8544927411257,-119.808404222733,12.7189266666667,6.0038458046398
"Florida","8.57Hz","square","E95",82.7166311762146,-89.8591836311575,8.58639333333333,5.77967440109396
"Florida","8.57Hz","square","E96",72.0824426385969,-68.7392048197634,12.01538,6.54500763668152
"Florida","8.57Hz","square","E97",64.3973497966683,-45.8325114211031,9.24784,6.34850046289848
"Florida","8.57Hz","square","E98",61.3490707363697,-27.4299165836118,8.96924666666667,6.07190763047444
"Florida","8.57Hz","square","E99",111.844618176326,-90.215004411638,15.45514,6.10080709961268
"Florida","8.57Hz","square","E100",107.771903337525,-61.2478444600876,11.93712,5.56759046954063
"Florida","8.57Hz","square","E101",87.6147402607277,-51.9804690729627,9.46183333333333,6.02286628810363
"Florida","8.57Hz","square","E102",77.0757795587277,-24.2279722926707,10.6083933333333,5.7722632595901
"Florida","8.57Hz","square","E103",62.3658981365752,-7.23363018257962,8.10614,5.86556189900551
"Florida","8.57Hz","square","E104",45.139000940819,2.34746545549408,9.06011333333333,5.91505940444902
"Florida","8.57Hz","square","E105",28.5960902390953,7.43167134886356,10.2395,6.17567375304222
"Florida","8.57Hz","square","E106",9.06629877496366,11.5485593631021,10.5746133333333,5.66838163194842
"Florida","8.57Hz","square","E107",134.514184844694,-53.5568924748948,15.4813866666667,5.94181773407555
"Florida","8.57Hz","square","E108",102.023724252225,-26.0624191069444,9.88906666666667,5.57396957417954
"Florida","8.57Hz","square","E109",82.0312253490634,0.356499272328901,9.78648666666667,5.65444246705447
"Florida","8.57Hz","square","E110",58.7070104036568,13.6367088941921,7.48560666666667,5.50670292741188
"Florida","8.57Hz","square","E111",39.6304283909149,22.4510456227002,8.78886666666667,5.72425240447149
"Florida","8.57Hz","square","E112",18.7176485153145,25.0067456910559,10.9343866666667,5.79068732555266
"Florida","8.57Hz","square","E113",148.427539841507,9.81951733019121,17.32492,5.90194420171383
"Florida","8.57Hz","square","E114",127.856243406767,23.8953117140088,14.1295333333333,5.83752730278619
"Florida","8.57Hz","square","E115",106.979294016482,12.6447944916077,11.3497,5.48164113739375
"Florida","8.57Hz","square","E116",73.2735964589411,31.8739532843394,7.58220666666667,5.36589443970224
"Florida","8.57Hz","square","E117",50.0298983002845,37.5034658673461,6.86428666666667,5.21774654254529
"Florida","8.57Hz","square","E118",31.3121246459833,41.9182840077502,7.42004,5.21783338079479
"Florida","8.57Hz","square","E119",147.073602828489,55.1905344696692,15.6703066666667,5.46459360920181
"Florida","8.57Hz","square","E120",132.385776483018,49.089223063604,13.5317133333333,5.70807652677781
"Florida","8.57Hz","square","E121",111.066561880691,61.2336542760814,10.58908,5.71734966423706
"Florida","8.57Hz","square","E122",86.5427774390136,55.8179182444255,10.0581866666667,5.65963515369549
"Florida","8.57Hz","square","E123",56.2717346283799,54.0022587112168,7.90833333333333,5.36173445915974
"Florida","8.57Hz","square","E124",39.5281102525102,53.3724044414846,7.81031333333333,5.43850552381829
"Florida","8.57Hz","square","E125",107.29091960617,79.3302648808283,10.8872866666667,5.6330256048693
"Florida","8.57Hz","square","E126",71.1683422201787,126.406610434864,12.2671066666667,5.67191444563692
"Florida","8.57Hz","square","E127",-71.1683422201787,126.406610434864,12.6044866666667,5.77011359167985
"Florida","8.57Hz","square","E128",-107.29091960617,79.3302648808283,10.3572933333333,5.77652182614105
"Florida","8.57Hz","square","Cz",0,0,12.6526466666667,5.86617922967913
"Florida","8.57Hz","sine","E1",86.719831310897,82.7208230943671,9.39257333333333,5.44224008188268
"Florida","8.57Hz","sine","E2",60.5117564493148,76.717478004812,9.46786,5.40065798565857
"Florida","8.57Hz","sine","E3",35.2634825458284,69.6677676887961,8.45868666666667,5.52319282336742
"Florida","8.57Hz","sine","E4",23.6192388587642,58.8318312797812,8.26451333333333,5.45079176312256
"Florida","8.57Hz","sine","E5",11.4069836172611,43.8485528695707,8.36749333333333,5.4686862576175
"Florida","8.57Hz","sine","E6",0,28.614,9.15024,5.5208554739732
"Florida","8.57Hz","sine","E7",-9.06629877496366,11.5485593631021,8.10831333333333,5.8418866573766
"Florida","8.57Hz","sine","E8",51.097415472918,96.8083637295249,10.0677266666667,5.3910596197859
"Florida","8.57Hz","sine","E9",26.8737792539972,88.585411736964,10.28808,5.36488397864815
"Florida","8.57Hz","sine","E10",16.0697667431522,76.4350039760624,8.87805333333333,5.34884174218491
"Florida","8.57Hz","sine","E11",0,64.048,8.15012666666667,5.35903619104712
"Florida","8.57Hz","sine","E12",-11.4069836172611,43.8485528695707,8.22248666666667,5.40112538525992
"Florida","8.57Hz","sine","E13",-18.7176485153145,25.0067456910559,7.03729333333333,5.52390016145882
"Florida","8.57Hz","sine","E14",14.1187002915317,105.342066422099,10.3158933333333,5.90244212199523
"Florida","8.57Hz","sine","E15",0,90.726,9.9187,5.3809005982134
"Florida","8.57Hz","sine","E16",0,79.014,9.08865333333333,5.13360985315432
"Florida","8.57Hz","sine","E17",0,114.908,9.57964,5.78482089754136
"Florida","8.57Hz","sine","E18",-16.0697667431522,76.4350039760624,9.32547333333333,5.36540234496406
"Florida","8.57Hz","sine","E19",-23.6192388587642,58.8318312797812,7.42248666666667,5.44651264511611
"Florida","8.57Hz","sine","E20",-31.3121246459833,41.9182840077502,7.79868666666667,5.36637833811994
"Florida","8.57Hz","sine","E21",-14.1187002915317,105.342066422099,10.2405666666667,5.77319855804546
"Florida","8.57Hz","sine","E22",-26.8737792539972,88.585411736964,10.3898,5.42910551775102
"Florida","8.57Hz","sine","E23",-35.2634825458284,69.6677676887961,9.18310666666667,5.29594929565086
"Florida","8.57Hz","sine","E24",-39.5281102525102,53.3724044414846,8.04819333333333,5.48720022024092
"Florida","8.57Hz","sine","E25",-51.097415472918,96.8083637295249,10.34532,5.59151155102302
"Florida","8.57Hz","sine","E26",-60.5117564493148,76.717478004812,9.98342,5.32651311921272
"Florida","8.57Hz","sine","E27",-56.2717346283799,54.0022587112168,8.20941333333333,5.50534852406371
"Florida","8.57Hz","sine","E28",-50.0298983002845,37.5034658673461,7.73912,5.63866101992619
"Florida","8.57Hz","sine","E29",-39.6304283909149,22.4510456227002,7.24642666666667,5.40069890904993
"Florida","8.57Hz","sine","E30",-28.5960902390953,7.43167134886356,9.20775333333333,5.79391947031271
"Florida","8.57Hz","sine","E31",-14.2590609871468,-4.99065843399723,9.32332666666667,5.76612353266249
"Florida","8.57Hz","sine","E32",-86.719831310897,82.7208230943671,8.61622666666667,5.54436129313486
"Florida","8.57Hz","sine","E33",-86.5427774390136,55.8179182444255,9.63379333333333,5.35112837816326
"Florida","8.57Hz","sine","E34",-73.2735964589411,31.8739532843394,7.03276666666667,5.47041559356424
"Florida","8.57Hz","sine","E35",-58.7070104036568,13.6367088941921,6.93035333333333,5.55703217503192
"Florida","8.57Hz","sine","E36",-45.139000940819,2.34746545549408,8.01048,5.97414290972428
"Florida","8.57Hz","sine","E37",-29.3939238752213,-11.4188613800894,9.96434,5.64016526201552
"Florida","8.57Hz","sine","E38",-111.066561880691,61.2336542760814,9.26835333333333,5.7274624241517
"Florida","8.57Hz","sine","E39",-106.979294016482,12.6447944916077,9.11054,5.48029815760979
"Florida","8.57Hz","sine","E40",-82.0312253490634,0.356499272328901,7.01375333333333,5.54929390739739
"Florida","8.57Hz","sine","E41",-62.3658981365752,-7.23363018257962,7.17812666666667,5.59964244647027
"Florida","8.57Hz","sine","E42",-48.4277069849025,-19.0176228846936,9.66062,5.68968213749598
"Florida","8.57Hz","sine","E43",-132.385776483018,49.089223063604,12.94702,5.8049251444251
"Florida","8.57Hz","sine","E44",-127.856243406767,23.8953117140088,11.47146,5.68082800697731
"Florida","8.57Hz","sine","E45",-102.023724252225,-26.0624191069444,10.2709466666667,5.6175062663203
"Florida","8.57Hz","sine","E46",-77.0757795587277,-24.2279722926707,7.40452,5.60650555705173
"Florida","8.57Hz","sine","E47",-61.3490707363697,-27.4299165836118,7.16667333333333,5.8271779644911
"Florida","8.57Hz","sine","E48",-147.073602828489,55.1905344696692,16.3946266666667,5.68041094650021
"Florida","8.57Hz","sine","E49",-148.427539841507,9.81951733019121,13.7725133333333,5.70780876276214
"Florida","8.57Hz","sine","E50",-87.6147402607277,-51.9804690729627,7.44921333333333,6.06330185801485
"Florida","8.57Hz","sine","E51",-64.3973497966683,-45.8325114211031,11.71878,5.96775892225178
"Florida","8.57Hz","sine","E52",-49.3286473753904,-38.0293353099208,8.48228,6.1758001966214
"Florida","8.57Hz","sine","E53",-31.8703858461666,-30.6802729781934,10.3778666666667,5.84656470450431
"Florida","8.57Hz","sine","E54",-16.3380561246601,-24.5721384105547,10.0519733333333,6.46360839367262
"Florida","8.57Hz","sine","E55",1.86009153028893e-15,-15.1888,14.3380133333333,5.99878138653288
"Florida","8.57Hz","sine","E56",-134.514184844694,-53.5568924748948,12.0453066666667,5.63137892557539
"Florida","8.57Hz","sine","E57",-107.771903337525,-61.2478444600876,7.98586666666667,5.77399352450677
"Florida","8.57Hz","sine","E58",-72.0824426385969,-68.7392048197634,8.8621,6.06599624607378
"Florida","8.57Hz","sine","E59",-49.0164711950736,-60.6384229311954,9.03995333333333,6.22986576769712
"Florida","8.57Hz","sine","E60",-33.5739711579434,-49.4397118183913,11.3039333333333,6.14121092951732
"Florida","8.57Hz","sine","E61",-17.5616376782163,-41.0535015078989,9.15722,6.39420939460947
"Florida","8.57Hz","sine","E62",6.24863782796946e-15,-51.024,14.12152,6.14537924570464
"Florida","8.57Hz","sine","E63",-111.844618176326,-90.215004411638,11.2608733333333,5.81713001686901
"Florida","8.57Hz","sine","E64",-82.7166311762146,-89.8591836311575,9.03424,5.65661162711772
"Florida","8.57Hz","sine","E65",-53.2724548220446,-83.4923179534095,11.27526,6.53262638747825
"Florida","8.57Hz","sine","E66",-32.9982073155436,-70.0930032026051,11.6193,6.0394884525265
"Florida","8.57Hz","sine","E67",-14.9843695227892,-59.7435310808167,9.87515333333333,6.28067459916566
"Florida","8.57Hz","sine","E68",-70.8544927411257,-119.808404222733,10.0874066666667,5.70196988655416
"Florida","8.57Hz","sine","E69",-50.7971288111611,-109.433046236237,7.24312666666667,5.77701469251394
"Florida","8.57Hz","sine","E70",-29.8089612459443,-93.6860097636664,12.9708266666667,6.84288951994495
"Florida","8.57Hz","sine","E71",-12.5941162529112,-75.6650426009803,12.06894,6.72650306231766
"Florida","8.57Hz","sine","E72",8.04078595384169e-15,-65.658,16.1490866666667,6.71479255056797
"Florida","8.57Hz","sine","E73",-34.2137515878335,-132.964697639208,11.2800933333333,6.2632181584545
"Florida","8.57Hz","sine","E74",-15.7052501655887,-118.019611578908,9.17186666666667,6.80339331136775
"Florida","8.57Hz","sine","E75",1.18239648457677e-14,-96.55,13.6595133333333,8.64262797317924
"Florida","8.57Hz","sine","E76",12.5941162529112,-75.6650426009803,15.4482666666667,8.06378073129322
"Florida","8.57Hz","sine","E77",14.9843695227892,-59.7435310808167,14.41532,7.40017252533515
"Florida","8.57Hz","sine","E78",17.5616376782163,-41.0535015078989,12.6388733333333,6.67544379103696
"Florida","8.57Hz","sine","E79",16.3380561246601,-24.5721384105547,11.1530133333333,6.17494408853937
"Florida","8.57Hz","sine","E80",14.2590609871468,-4.99065843399723,10.8914,5.84383374726505
"Florida","8.57Hz","sine","E81",1.66253150865048e-14,-135.756,12.0048466666667,6.43576013002444
"Florida","8.57Hz","sine","E82",15.7052501655887,-118.019611578908,8.53617333333333,6.64105810872013
"Florida","8.57Hz","sine","E83",29.8089612459443,-93.6860097636664,11.8957333333333,7.62387863106208
"Florida","8.57Hz","sine","E84",32.9982073155436,-70.0930032026051,12.23678,6.3874431589403
"Florida","8.57Hz","sine","E85",33.5739711579434,-49.4397118183913,12.7935266666667,6.30042040951342
"Florida","8.57Hz","sine","E86",31.8703858461666,-30.6802729781934,12.4358733333333,6.07793241140039
"Florida","8.57Hz","sine","E87",29.3939238752213,-11.4188613800894,10.0845866666667,5.9213635140814
"Florida","8.57Hz","sine","E88",34.2137515878335,-132.964697639208,12.0660866666667,6.15816072728613
"Florida","8.57Hz","sine","E89",50.7971288111611,-109.433046236237,9.2327,6.24423265136933
"Florida","8.57Hz","sine","E90",53.2724548220446,-83.4923179534095,11.5271,6.22554031124778
"Florida","8.57Hz","sine","E91",49.0164711950736,-60.6384229311954,12.91066,6.21984307477669
"Florida","8.57Hz","sine","E92",49.3286473753904,-38.0293353099208,9.62068,6.04971611709066
"Florida","8.57Hz","sine","E93",48.4277069849025,-19.0176228846936,9.61554666666667,5.66901098998677
"Florida","8.57Hz","sine","E94",70.8544927411257,-119.808404222733,12.3282333333333,5.88432566407167
"Florida","8.57Hz","sine","E95",82.7166311762146,-89.8591836311575,8.62994,5.82720103988443
"Florida","8.57Hz","sine","E96",72.0824426385969,-68.7392048197634,11.9435466666667,6.34968344212441
"Florida","8.57Hz","sine","E97",64.3973497966683,-45.8325114211031,9.25778666666667,6.22073529897438
"Florida","8.57Hz","sine","E98",61.3490707363697,-27.4299165836118,9.17978666666667,6.03582234954996
"Florida","8.57Hz","sine","E99",111.844618176326,-90.215004411638,15.08418,5.90371901463225
"Florida","8.57Hz","sine","E100",107.771903337525,-61.2478444600876,12.0273733333333,5.96136329282353
"Florida","8.57Hz","sine","E101",87.6147402607277,-51.9804690729627,9.24670666666667,5.97333798557232
"Florida","8.57Hz","sine","E102",77.0757795587277,-24.2279722926707,10.7375266666667,5.87136042425365
"Florida","8.57Hz","sine","E103",62.3658981365752,-7.23363018257962,8.1286,5.81712375982546
"Florida","8.57Hz","sine","E104",45.139000940819,2.34746545549408,9.09674,5.86494113128234
"Florida","8.57Hz","sine","E105",28.5960902390953,7.43167134886356,10.3412733333333,6.02801646755353
"Florida","8.57Hz","sine","E106",9.06629877496366,11.5485593631021,10.7718333333333,5.83850004284075
"Florida","8.57Hz","sine","E107",134.514184844694,-53.5568924748948,15.30066,5.98292309191707
"Florida","8.57Hz","sine","E108",102.023724252225,-26.0624191069444,9.93382666666667,5.65663861679562
"Florida","8.57Hz","sine","E109",82.0312253490634,0.356499272328901,9.57942,5.82181997723633
"Florida","8.57Hz","sine","E110",58.7070104036568,13.6367088941921,7.43907333333333,5.46768586771989
"Florida","8.57Hz","sine","E111",39.6304283909149,22.4510456227002,8.44056,5.66444156200398
"Florida","8.57Hz","sine","E112",18.7176485153145,25.0067456910559,10.9880266666667,5.76163800103198
"Florida","8.57Hz","sine","E113",148.427539841507,9.81951733019121,17.1673266666667,5.92475833275546
"Florida","8.57Hz","sine","E114",127.856243406767,23.8953117140088,13.8945,5.77697396313253
"Florida","8.57Hz","sine","E115",106.979294016482,12.6447944916077,10.8484533333333,5.33482875996183
"Florida","8.57Hz","sine","E116",73.2735964589411,31.8739532843394,7.46742,5.64330391029098
"Florida","8.57Hz","sine","E117",50.0298983002845,37.5034658673461,7.01705333333333,5.31843312969052
"Florida","8.57Hz","sine","E118",31.3121246459833,41.9182840077502,7.53236666666667,5.47677129676044
"Florida","8.57Hz","sine","E119",147.073602828489,55.1905344696692,15.9029933333333,5.71551537078119
"Florida","8.57Hz","sine","E120",132.385776483018,49.089223063604,13.39372,5.68396472523045
"Florida","8.57Hz","sine","E121",111.066561880691,61.2336542760814,10.0820266666667,5.58955624797865
"Florida","8.57Hz","sine","E122",86.5427774390136,55.8179182444255,9.40423333333333,5.53637426953454
"Florida","8.57Hz","sine","E123",56.2717346283799,54.0022587112168,7.785,5.35068653200437
"Florida","8.57Hz","sine","E124",39.5281102525102,53.3724044414846,7.88166,5.42159284783552
"Florida","8.57Hz","sine","E125",107.29091960617,79.3302648808283,10.3165133333333,5.50067065044313
"Florida","8.57Hz","sine","E126",71.1683422201787,126.406610434864,12.08116,5.67038517851576
"Florida","8.57Hz","sine","E127",-71.1683422201787,126.406610434864,12.7462466666667,5.73270501091113
"Florida","8.57Hz","sine","E128",-107.29091960617,79.3302648808283,10.0447666666667,5.67203258043242
"Florida","8.57Hz","sine","Cz",0,0,12.4902066666667,5.838001759412
"Florida","15Hz","square","E1",86.719831310897,82.7208230943671,6.09762,7.3451959866464
"Florida","15Hz","square","E2",60.5117564493148,76.717478004812,6.21467333333333,7.2506097274539
"Florida","15Hz","square","E3",35.2634825458284,69.6677676887961,6.05054,7.39227617772395
"Florida","15Hz","square","E4",23.6192388587642,58.8318312797812,5.54847333333333,7.06522131328708
"Florida","15Hz","square","E5",11.4069836172611,43.8485528695707,4.46131333333333,6.89360582383118
"Florida","15Hz","square","E6",0,28.614,4.64659333333333,6.98493501724755
"Florida","15Hz","square","E7",-9.06629877496366,11.5485593631021,4.55034666666667,7.53229758983467
"Florida","15Hz","square","E8",51.097415472918,96.8083637295249,6.10979333333333,7.2484662357268
"Florida","15Hz","square","E9",26.8737792539972,88.585411736964,6.93034,6.89306341047179
"Florida","15Hz","square","E10",16.0697667431522,76.4350039760624,5.8991,7.14993573777457
"Florida","15Hz","square","E11",0,64.048,5.25638666666667,7.22144306063199
"Florida","15Hz","square","E12",-11.4069836172611,43.8485528695707,5.00297333333333,7.20134915335495
"Florida","15Hz","square","E13",-18.7176485153145,25.0067456910559,4.31978666666667,7.49782730935893
"Florida","15Hz","square","E14",14.1187002915317,105.342066422099,6.2135,7.11145417824149
"Florida","15Hz","square","E15",0,90.726,6.2858,6.92900468866843
"Florida","15Hz","square","E16",0,79.014,5.81663333333333,7.16018349086071
"Florida","15Hz","square","E17",0,114.908,5.75470666666667,7.38159106661667
"Florida","15Hz","square","E18",-16.0697667431522,76.4350039760624,6.22028,7.14764203048185
"Florida","15Hz","square","E19",-23.6192388587642,58.8318312797812,5.11168666666667,7.2413967116236
"Florida","15Hz","square","E20",-31.3121246459833,41.9182840077502,5.1581,7.0409263067421
"Florida","15Hz","square","E21",-14.1187002915317,105.342066422099,6.51165333333333,7.14590206512185
"Florida","15Hz","square","E22",-26.8737792539972,88.585411736964,7.00784666666667,6.96856125406646
"Florida","15Hz","square","E23",-35.2634825458284,69.6677676887961,6.93929333333333,6.95317634942853
"Florida","15Hz","square","E24",-39.5281102525102,53.3724044414846,5.56722666666667,7.25874511213743
"Florida","15Hz","square","E25",-51.097415472918,96.8083637295249,6.17977333333333,7.21345477076601
"Florida","15Hz","square","E26",-60.5117564493148,76.717478004812,6.41264,7.31934891897863
"Florida","15Hz","square","E27",-56.2717346283799,54.0022587112168,5.92216,7.26048527094387
"Florida","15Hz","square","E28",-50.0298983002845,37.5034658673461,5.11852666666667,6.98991233397975
"Florida","15Hz","square","E29",-39.6304283909149,22.4510456227002,4.22100666666667,6.82082526408398
"Florida","15Hz","square","E30",-28.5960902390953,7.43167134886356,5.07972,7.47609354325211
"Florida","15Hz","square","E31",-14.2590609871468,-4.99065843399723,4.51157333333333,7.23277589508259
"Florida","15Hz","square","E32",-86.719831310897,82.7208230943671,5.16808,7.02373778668663
"Florida","15Hz","square","E33",-86.5427774390136,55.8179182444255,5.87600666666667,7.01889759046168
"Florida","15Hz","square","E34",-73.2735964589411,31.8739532843394,4.73174,7.16297371725564
"Florida","15Hz","square","E35",-58.7070104036568,13.6367088941921,4.24933333333333,7.36535733263992
"Florida","15Hz","square","E36",-45.139000940819,2.34746545549408,4.43282,7.37503080836422
"Florida","15Hz","square","E37",-29.3939238752213,-11.4188613800894,5.24548,7.3588446811946
"Florida","15Hz","square","E38",-111.066561880691,61.2336542760814,5.37649333333333,7.38979223003679
"Florida","15Hz","square","E39",-106.979294016482,12.6447944916077,5.58358,7.03733593196917
"Florida","15Hz","square","E40",-82.0312253490634,0.356499272328901,4.07398,7.03233744973963
"Florida","15Hz","square","E41",-62.3658981365752,-7.23363018257962,4.26612666666667,7.16389325714597
"Florida","15Hz","square","E42",-48.4277069849025,-19.0176228846936,5.7158,7.13509993059008
"Florida","15Hz","square","E43",-132.385776483018,49.089223063604,6.58364666666667,7.5075905554475
"Florida","15Hz","square","E44",-127.856243406767,23.8953117140088,6.17848,7.01477278268384
"Florida","15Hz","square","E45",-102.023724252225,-26.0624191069444,6.18738666666667,7.03718609586582
"Florida","15Hz","square","E46",-77.0757795587277,-24.2279722926707,4.43235333333333,7.49389631822979
"Florida","15Hz","square","E47",-61.3490707363697,-27.4299165836118,4.38930666666667,7.28063357976625
"Florida","15Hz","square","E48",-147.073602828489,55.1905344696692,8.32954666666667,7.33239271420237
"Florida","15Hz","square","E49",-148.427539841507,9.81951733019121,7.24900666666667,7.48164714545552
"Florida","15Hz","square","E50",-87.6147402607277,-51.9804690729627,4.50805333333333,7.60170581835362
"Florida","15Hz","square","E51",-64.3973497966683,-45.8325114211031,6.25360666666667,7.522856978458
"Florida","15Hz","square","E52",-49.3286473753904,-38.0293353099208,4.98504,7.79524776869208
"Florida","15Hz","square","E53",-31.8703858461666,-30.6802729781934,5.71930666666667,7.57452895227586
"Florida","15Hz","square","E54",-16.3380561246601,-24.5721384105547,4.74700666666667,7.55710458824992
"Florida","15Hz","square","E55",1.86009153028893e-15,-15.1888,7.30956666666667,7.4889857727892
"Florida","15Hz","square","E56",-134.514184844694,-53.5568924748948,6.97384,7.42383746763091
"Florida","15Hz","square","E57",-107.771903337525,-61.2478444600876,5.19622666666667,7.56486110318036
"Florida","15Hz","square","E58",-72.0824426385969,-68.7392048197634,5.55651333333333,8.44916632676762
"Florida","15Hz","square","E59",-49.0164711950736,-60.6384229311954,6.11844,8.85680547249477
"Florida","15Hz","square","E60",-33.5739711579434,-49.4397118183913,6.76878,8.46513001075966
"Florida","15Hz","square","E61",-17.5616376782163,-41.0535015078989,5.16619333333333,8.05138734511948
"Florida","15Hz","square","E62",6.24863782796946e-15,-51.024,8.82499333333333,8.85655391338394
"Florida","15Hz","square","E63",-111.844618176326,-90.215004411638,6.71554,7.7114685223824
"Florida","15Hz","square","E64",-82.7166311762146,-89.8591836311575,5.51637333333333,7.71483677693574
"Florida","15Hz","square","E65",-53.2724548220446,-83.4923179534095,7.00071333333333,8.86198526301696
"Florida","15Hz","square","E66",-32.9982073155436,-70.0930032026051,6.85028,8.25456669149346
"Florida","15Hz","square","E67",-14.9843695227892,-59.7435310808167,6.66759333333333,8.02392800679505
"Florida","15Hz","square","E68",-70.8544927411257,-119.808404222733,6.38446666666667,8.16247434965579
"Florida","15Hz","square","E69",-50.7971288111611,-109.433046236237,4.59028666666667,7.92853786689663
