"lab","freq","mod","freqBin","amp"
"Florida","6Hz","square",68.1428571428571,0.00345521866666667
"Florida","6Hz","square",68.5714285714286,0.00343488533333333
"Florida","6Hz","square",69,0.00341390666666667
"Florida","6Hz","square",69.4285714285714,0.00339428133333333
"Florida","6Hz","square",69.8571428571428,0.00337455666666667
"Florida","6Hz","square",70.2857142857143,0.003354956
"Florida","6Hz","square",70.7142857142857,0.00333474866666667
"Florida","6Hz","square",71.1428571428571,0.003314848
"Florida","6Hz","square",71.5714285714286,0.00329300333333333
"Florida","6Hz","square",72,0.003277782
"Florida","6Hz","square",72.4285714285714,0.00325696666666667
"Florida","6Hz","square",72.8571428571428,0.00323717866666667
"Florida","6Hz","square",73.2857142857143,0.003217028
"Florida","6Hz","square",73.7142857142857,0.003195644
"Florida","6Hz","square",74.1428571428571,0.003199728
"Florida","6Hz","square",74.5714285714286,0.00316892866666667
"Florida","6Hz","square",75,0.00314958466666667
"Florida","6Hz","square",75.4285714285714,0.00313204133333333
"Florida","6Hz","square",75.8571428571428,0.00311376733333333
"Florida","6Hz","square",76.2857142857143,0.00309533933333333
"Florida","6Hz","square",76.7142857142857,0.003078504
"Florida","6Hz","square",77.1428571428571,0.00306360866666667
"Florida","6Hz","square",77.5714285714286,0.00304781
"Florida","6Hz","square",78,0.003036414
"Florida","6Hz","square",78.4285714285714,0.003017094
"Florida","6Hz","square",78.8571428571428,0.00300224666666667
"Florida","6Hz","square",79.2857142857143,0.00298614333333333
"Florida","6Hz","square",79.7142857142857,0.00297118066666667
"Florida","6Hz","square",80.1428571428571,0.00295544466666667
"Florida","6Hz","square",80.5714285714286,0.00294086466666667
"Florida","6Hz","square",81,0.00292587933333333
"Florida","6Hz","square",81.4285714285714,0.00291185866666667
"Florida","6Hz","square",81.8571428571428,0.002897308
"Florida","6Hz","square",82.2857142857143,0.002883798
"Florida","6Hz","square",82.7142857142857,0.00286979
"Florida","6Hz","square",83.1428571428571,0.00285595133333333
"Florida","6Hz","square",83.5714285714286,0.00284166666666667
"Florida","6Hz","square",84,0.00282762933333333
"Florida","6Hz","square",84.4285714285714,0.002814452
"Florida","6Hz","square",84.8571428571428,0.00280130066666667
"Florida","6Hz","square",85.2857142857143,0.00278848733333333
"Florida","6Hz","square",85.7142857142857,0.00277658866666667
"Florida","6Hz","square",86.1428571428571,0.00275978266666667
"Florida","6Hz","square",86.5714285714286,0.002749028
"Florida","6Hz","square",87,0.00273683133333333
"Florida","6Hz","square",87.4285714285714,0.00272477
"Florida","6Hz","square",87.8571428571428,0.002712594
"Florida","6Hz","square",88.2857142857143,0.00269998066666667
"Florida","6Hz","square",88.7142857142857,0.00268871666666667
"Florida","6Hz","square",89.1428571428571,0.002676548
"Florida","6Hz","square",89.5714285714286,0.00266428733333333
"Florida","6Hz","square",90,0.002652148
"Florida","6Hz","square",90.4285714285714,0.00264110466666667
"Florida","6Hz","square",90.8571428571428,0.00262960533333333
"Florida","6Hz","square",91.2857142857143,0.002618716
"Florida","6Hz","square",91.7142857142857,0.00260772466666667
"Florida","6Hz","square",92.1428571428571,0.002597138
"Florida","6Hz","square",92.5714285714286,0.00258603533333333
"Florida","6Hz","square",93,0.00257613266666667
"Florida","6Hz","square",93.4285714285714,0.00256593
"Florida","6Hz","square",93.8571428571428,0.00256113866666667
"Florida","6Hz","square",94.2857142857143,0.00253964466666667
"Florida","6Hz","square",94.7142857142857,0.002532638
"Florida","6Hz","square",95.1428571428571,0.00252281266666667
"Florida","6Hz","square",95.5714285714286,0.002513386
"Florida","6Hz","square",96,0.00250374
"Florida","6Hz","square",96.4285714285714,0.002494498
"Florida","6Hz","square",96.8571428571428,0.00248406866666667
"Florida","6Hz","square",97.2857142857143,0.00247437933333333
"Florida","6Hz","square",97.7142857142857,0.00246441466666667
"Florida","6Hz","square",98.1428571428571,0.00245280533333333
"Florida","6Hz","square",98.5714285714286,0.00244319533333333
"Florida","6Hz","square",99,0.002434182
"Florida","6Hz","square",99.4285714285714,0.00242558466666667
"Florida","6Hz","square",99.8571428571428,0.00241609266666667
"Florida","6Hz","square",100.285714285714,0.002407846
"Florida","6Hz","square",100.714285714286,0.00239882266666667
"Florida","6Hz","square",101.142857142857,0.00238977933333333
"Florida","6Hz","square",101.571428571429,0.002379902
"Florida","6Hz","square",102,0.00237142
"Florida","6Hz","square",102.428571428571,0.00236197
"Florida","6Hz","square",102.857142857143,0.002353874
"Florida","6Hz","square",103.285714285714,0.00234485533333333
"Florida","6Hz","square",103.714285714286,0.00233738666666667
"Florida","6Hz","square",104.142857142857,0.00232982266666667
"Florida","6Hz","square",104.571428571429,0.00232173533333333
"Florida","6Hz","square",105,0.00231349533333333
"Florida","6Hz","square",105.428571428571,0.00230574133333333
"Florida","6Hz","square",105.857142857143,0.002297962
"Florida","6Hz","square",106.285714285714,0.00228951533333333
"Florida","6Hz","square",106.714285714286,0.00228141733333333
"Florida","6Hz","square",107.142857142857,0.00227369933333333
"Florida","6Hz","square",107.571428571429,0.00226587533333333
"Florida","6Hz","square",108,0.00225818733333333
"Florida","6Hz","square",108.428571428571,0.002250532
"Florida","6Hz","square",108.857142857143,0.00224295333333333
"Florida","6Hz","square",109.285714285714,0.00223551733333333
"Florida","6Hz","square",109.714285714286,0.00222820066666667
"Florida","6Hz","square",110.142857142857,0.002221044
"Florida","6Hz","square",110.571428571429,0.00221377
"Florida","6Hz","square",111,0.00220663533333333
"Florida","6Hz","square",111.428571428571,0.00219927933333333
"Florida","6Hz","square",111.857142857143,0.00219285733333333
"Florida","6Hz","square",112.285714285714,0.00218528
"Florida","6Hz","square",112.714285714286,0.00217837466666667
"Florida","6Hz","square",113.142857142857,0.00217131133333333
"Florida","6Hz","square",113.571428571429,0.00216489466666667
"Florida","6Hz","square",114,0.00216044533333333
"Florida","6Hz","square",114.428571428571,0.00215067066666667
"Florida","6Hz","square",114.857142857143,0.00214377066666667
"Florida","6Hz","square",115.285714285714,0.002137336
"Florida","6Hz","square",115.714285714286,0.00213036
"Florida","6Hz","square",116.142857142857,0.002123414
"Florida","6Hz","square",116.571428571429,0.00211709733333333
"Florida","6Hz","square",117,0.00211185866666667
"Florida","6Hz","square",117.428571428571,0.00210564533333333
"Florida","6Hz","square",117.857142857143,0.00210058666666667
"Florida","6Hz","square",118.285714285714,0.002093108
"Florida","6Hz","square",118.714285714286,0.002088032
"Florida","6Hz","square",119.142857142857,0.00208155733333333
"Florida","6Hz","square",119.571428571429,0.00207546066666667
"Florida","6Hz","square",120,0.00206930133333333
"Florida","6Hz","square",120.428571428571,0.002063388
"Florida","6Hz","square",120.857142857143,0.00205717666666667
"Florida","6Hz","square",121.285714285714,0.00205173466666667
"Florida","6Hz","square",121.714285714286,0.00204633
"Florida","6Hz","square",122.142857142857,0.00204160866666667
"Florida","6Hz","square",122.571428571429,0.002036046
"Florida","6Hz","square",123,0.002029978
"Florida","6Hz","square",123.428571428571,0.002023808
"Florida","6Hz","square",123.857142857143,0.00201728933333333
"Florida","6Hz","square",124.285714285714,0.00201205066666667
"Florida","6Hz","square",124.714285714286,0.00200634266666667
"Florida","6Hz","square",125.142857142857,0.00200083
"Florida","6Hz","square",125.571428571429,0.001994944
"Florida","6Hz","square",126,0.001996826
"Florida","6Hz","square",126.428571428571,0.00198490733333333
"Florida","6Hz","square",126.857142857143,0.00197995466666667
"Florida","6Hz","square",127.285714285714,0.00197455733333333
"Florida","6Hz","square",127.714285714286,0.00196963466666667
"Florida","6Hz","square",128.142857142857,0.001964538
"Florida","6Hz","square",128.571428571429,0.00195952466666667
"Florida","6Hz","square",129,0.00195466466666667
"Florida","6Hz","square",129.428571428571,0.00194988266666667
"Florida","6Hz","square",129.857142857143,0.00194503
"Florida","6Hz","square",130.285714285714,0.00194015466666667
"Florida","6Hz","square",130.714285714286,0.00193531
"Florida","6Hz","square",131.142857142857,0.001930462
"Florida","6Hz","square",131.571428571429,0.00192565333333333
"Florida","6Hz","square",132,0.00192101066666667
"Florida","6Hz","square",132.428571428571,0.00191634066666667
"Florida","6Hz","square",132.857142857143,0.00191175666666667
"Florida","6Hz","square",133.285714285714,0.001907266
"Florida","6Hz","square",133.714285714286,0.00190309866666667
"Florida","6Hz","square",134.142857142857,0.00189644533333333
"Florida","6Hz","square",134.571428571429,0.00189328
"Florida","6Hz","square",135,0.001889004
"Florida","6Hz","square",135.428571428571,0.00188469533333333
"Florida","6Hz","square",135.857142857143,0.001880458
"Florida","6Hz","square",136.285714285714,0.00187645866666667
"Florida","6Hz","square",136.714285714286,0.00187210266666667
"Florida","6Hz","square",137.142857142857,0.00186750533333333
"Florida","6Hz","square",137.571428571429,0.00186305466666667
"Florida","6Hz","square",138,0.00185774
"Florida","6Hz","square",138.428571428571,0.001854276
"Florida","6Hz","square",138.857142857143,0.00185005866666667
"Florida","6Hz","square",139.285714285714,0.00184626666666667
"Florida","6Hz","square",139.714285714286,0.00184205933333333
"Florida","6Hz","square",140.142857142857,0.00183841133333333
"Florida","6Hz","square",140.571428571429,0.001834178
"Florida","6Hz","square",141,0.001830266
"Florida","6Hz","square",141.428571428571,0.00182577933333333
"Florida","6Hz","square",141.857142857143,0.00182228533333333
"Florida","6Hz","square",142.285714285714,0.00181728933333333
"Florida","6Hz","square",142.714285714286,0.00181368466666667
"Florida","6Hz","square",143.142857142857,0.00180959333333333
"Florida","6Hz","square",143.571428571429,0.00180694466666667
"Florida","6Hz","square",144,0.00180429133333333
"Florida","6Hz","square",144.428571428571,0.00180046866666667
"Florida","6Hz","square",144.857142857143,0.00179687066666667
"Florida","6Hz","square",145.285714285714,0.00179394533333333
"Florida","6Hz","square",145.714285714286,0.001792142
"Florida","6Hz","square",146.142857142857,0.00178087326666667
"Florida","6Hz","square",146.571428571429,0.00178038206666667
"Florida","6Hz","square",147,0.00177752886666667
"Florida","6Hz","square",147.428571428571,0.001774228
"Florida","6Hz","square",147.857142857143,0.0017708324
"Florida","6Hz","square",148.285714285714,0.00176662993333333
"Florida","6Hz","square",148.714285714286,0.00176384546666667
"Florida","6Hz","square",149.142857142857,0.00176017086666667
"Florida","6Hz","square",149.571428571429,0.00175655833333333
"Florida","6Hz","square",150,0.0017530016
"Florida","6Hz","square",150.428571428571,0.0017499152
"Florida","6Hz","square",150.857142857143,0.00174660173333333
"Florida","6Hz","square",151.285714285714,0.00174352506666667
"Florida","6Hz","square",151.714285714286,0.00174012666666667
"Florida","6Hz","square",152.142857142857,0.0017372778
"Florida","6Hz","square",152.571428571429,0.00173399393333333
"Florida","6Hz","square",153,0.00173095073333333
"Florida","6Hz","square",153.428571428571,0.0017277426
"Florida","6Hz","square",153.857142857143,0.001725158
"Florida","6Hz","square",154.285714285714,0.00172121426666667
"Florida","6Hz","square",154.714285714286,0.0017183738
"Florida","6Hz","square",155.142857142857,0.00171530333333333
"Florida","6Hz","square",155.571428571429,0.00171228946666667
"Florida","6Hz","square",156,0.00170924113333333
"Florida","6Hz","square",156.428571428571,0.00170622126666667
"Florida","6Hz","square",156.857142857143,0.0017032772
"Florida","6Hz","square",157.285714285714,0.00170032886666667
"Florida","6Hz","square",157.714285714286,0.00169749333333333
"Florida","6Hz","square",158.142857142857,0.0016946716
"Florida","6Hz","square",158.571428571429,0.00169193386666667
"Florida","6Hz","square",159,0.0016890276
"Florida","6Hz","square",159.428571428571,0.0016861272
"Florida","6Hz","square",159.857142857143,0.0016833518
"Florida","6Hz","square",160.285714285714,0.00168049526666667
"Florida","6Hz","square",160.714285714286,0.00167772186666667
"Florida","6Hz","square",161.142857142857,0.00167512586666667
"Florida","6Hz","square",161.571428571429,0.00167280826666667
"Florida","6Hz","square",162,0.00167015153333333
"Florida","6Hz","square",162.428571428571,0.00166770473333333
"Florida","6Hz","square",162.857142857143,0.00166477046666667
"Florida","6Hz","square",163.285714285714,0.0016622848
"Florida","6Hz","square",163.714285714286,0.00165915533333333
"Florida","6Hz","square",164.142857142857,0.00165637173333333
"Florida","6Hz","square",164.571428571429,0.00165364386666667
"Florida","6Hz","square",165,0.00165123566666667
"Florida","6Hz","square",165.428571428571,0.00164854846666667
"Florida","6Hz","square",165.857142857143,0.0016474848
"Florida","6Hz","square",166.285714285714,0.0016424104
"Florida","6Hz","square",166.714285714286,0.00164093793333333
"Florida","6Hz","square",167.142857142857,0.0016383086
"Florida","6Hz","square",167.571428571429,0.0016361632
"Florida","6Hz","square",168,0.0016335412
"Florida","6Hz","square",168.428571428571,0.00163187126666667
"Florida","6Hz","square",168.857142857143,0.00162934773333333
"Florida","6Hz","square",169.285714285714,0.00162730626666667
"Florida","6Hz","square",169.714285714286,0.00162512693333333
"Florida","6Hz","square",170.142857142857,0.00162308686666667
"Florida","6Hz","square",170.571428571429,0.0016207024
"Florida","6Hz","square",171,0.0016183912
"Florida","6Hz","square",171.428571428571,0.0016157926
"Florida","6Hz","square",171.857142857143,0.001614299
"Florida","6Hz","square",172.285714285714,0.00161151693333333
"Florida","6Hz","square",172.714285714286,0.00160927313333333
"Florida","6Hz","square",173.142857142857,0.0016070346
"Florida","6Hz","square",173.571428571429,0.00160513766666667
"Florida","6Hz","square",174,0.00160587193333333
"Florida","6Hz","square",174.428571428571,0.00160035326666667
"Florida","6Hz","square",174.857142857143,0.00159829293333333
"Florida","6Hz","square",175.285714285714,0.0015963396
"Florida","6Hz","square",175.714285714286,0.00159422246666667
"Florida","6Hz","square",176.142857142857,0.00159207413333333
"Florida","6Hz","square",176.571428571429,0.00159025913333333
"Florida","6Hz","square",177,0.00158865573333333
"Florida","6Hz","square",177.428571428571,0.00158672273333333
"Florida","6Hz","square",177.857142857143,0.00158500673333333
"Florida","6Hz","square",178.285714285714,0.00158276966666667
"Florida","6Hz","square",178.714285714286,0.00158094973333333
"Florida","6Hz","square",179.142857142857,0.00157897633333333
"Florida","6Hz","square",179.571428571429,0.001577083
"Florida","6Hz","square",180,0.00157520066666667
"Florida","6Hz","square",180.428571428571,0.00157336013333333
"Florida","6Hz","square",180.857142857143,0.00157152833333333
"Florida","6Hz","square",181.285714285714,0.00156966766666667
"Florida","6Hz","square",181.714285714286,0.00156786233333333
"Florida","6Hz","square",182.142857142857,0.00156583813333333
"Florida","6Hz","square",182.571428571429,0.00156411693333333
"Florida","6Hz","square",183,0.00156242646666667
"Florida","6Hz","square",183.428571428571,0.001560937
"Florida","6Hz","square",183.857142857143,0.00155949946666667
"Florida","6Hz","square",184.285714285714,0.00155769146666667
"Florida","6Hz","square",184.714285714286,0.0015560888
"Florida","6Hz","square",185.142857142857,0.0015545136
"Florida","6Hz","square",185.571428571429,0.00155309526666667
"Florida","6Hz","square",186,0.001547129
"Florida","6Hz","square",186.428571428571,0.00154944086666667
"Florida","6Hz","square",186.857142857143,0.00154782493333333
"Florida","6Hz","square",187.285714285714,0.00154635546666667
"Florida","6Hz","square",187.714285714286,0.00154463073333333
"Florida","6Hz","square",188.142857142857,0.0015429148
"Florida","6Hz","square",188.571428571429,0.00154168026666667
"Florida","6Hz","square",189,0.00153992066666667
"Florida","6Hz","square",189.428571428571,0.00153817213333333
"Florida","6Hz","square",189.857142857143,0.001536616
"Florida","6Hz","square",190.285714285714,0.00153523233333333
"Florida","6Hz","square",190.714285714286,0.00153374826666667
"Florida","6Hz","square",191.142857142857,0.00153248486666667
"Florida","6Hz","square",191.571428571429,0.00153129146666667
"Florida","6Hz","square",192,0.00152983206666667
"Florida","6Hz","square",192.428571428571,0.00152847893333333
"Florida","6Hz","square",192.857142857143,0.00152744133333333
"Florida","6Hz","square",193.285714285714,0.00152624613333333
"Florida","6Hz","square",193.714285714286,0.00152611613333333
"Florida","6Hz","square",194.142857142857,0.001518967
"Florida","6Hz","square",194.571428571429,0.0015210094
"Florida","6Hz","square",195,0.0015199812
"Florida","6Hz","square",195.428571428571,0.00151886166666667
"Florida","6Hz","square",195.857142857143,0.00151760586666667
"Florida","6Hz","square",196.285714285714,0.0015165958
"Florida","6Hz","square",196.714285714286,0.00151507546666667
"Florida","6Hz","square",197.142857142857,0.00151355586666667
"Florida","6Hz","square",197.571428571429,0.0015120608
"Florida","6Hz","square",198,0.0015103536
"Florida","6Hz","square",198.428571428571,0.00150949153333333
"Florida","6Hz","square",198.857142857143,0.00150842986666667
"Florida","6Hz","square",199.285714285714,0.0015074432
"Florida","6Hz","square",199.714285714286,0.00150621573333333
"Florida","6Hz","square",200.142857142857,0.0015051924
"Florida","6Hz","square",200.571428571429,0.00150398833333333
"Florida","6Hz","square",201,0.00150284833333333
"Florida","6Hz","square",201.428571428571,0.0015016004
"Florida","6Hz","square",201.857142857143,0.00150064653333333
"Florida","6Hz","square",202.285714285714,0.001499424
"Florida","6Hz","square",202.714285714286,0.00149846526666667
"Florida","6Hz","square",203.142857142857,0.00149741826666667
"Florida","6Hz","square",203.571428571429,0.0014964548
"Florida","6Hz","square",204,0.00149543033333333
"Florida","6Hz","square",204.428571428571,0.00149436866666667
"Florida","6Hz","square",204.857142857143,0.0014933254
"Florida","6Hz","square",205.285714285714,0.001492241
"Florida","6Hz","square",205.714285714286,0.0014910656
"Florida","6Hz","square",206.142857142857,0.0014908398
"Florida","6Hz","square",206.571428571429,0.00148963786666667
"Florida","6Hz","square",207,0.00148855346666667
"Florida","6Hz","square",207.428571428571,0.00148762986666667
"Florida","6Hz","square",207.857142857143,0.0014866632
"Florida","6Hz","square",208.285714285714,0.00148613733333333
"Florida","6Hz","square",208.714285714286,0.00148496646666667
"Florida","6Hz","square",209.142857142857,0.0014842572
"Florida","6Hz","square",209.571428571429,0.00148350566666667
"Florida","6Hz","square",210,0.00148280673333333
"Florida","6Hz","square",210.428571428571,0.00148184606666667
"Florida","6Hz","square",210.857142857143,0.00148101826666667
"Florida","6Hz","square",211.285714285714,0.00148000746666667
"Florida","6Hz","square",211.714285714286,0.001479557
"Florida","6Hz","square",212.142857142857,0.00147818853333333
"Florida","6Hz","square",212.571428571429,0.0014775244
"Florida","6Hz","square",213,0.00147662093333333
"Florida","6Hz","square",213.428571428571,0.00147614486666667
"Florida","6Hz","square",213.857142857143,0.0014751724
"Florida","6Hz","square",214.285714285714,0.00147402453333333
"Florida","6Hz","square",214.714285714286,0.00147323826666667
"Florida","6Hz","square",215.142857142857,0.00147272626666667
"Florida","6Hz","square",215.571428571429,0.0014718706
"Florida","6Hz","square",216,0.00147120133333333
"Florida","6Hz","square",216.428571428571,0.001470783
"Florida","6Hz","square",216.857142857143,0.0014707594
"Florida","6Hz","square",217.285714285714,0.00147006826666667
"Florida","6Hz","square",217.714285714286,0.00146983446666667
"Florida","6Hz","square",218.142857142857,0.0014689276
"Florida","6Hz","square",218.571428571429,0.0014686846
"Florida","6Hz","square",219,0.00146776073333333
"Florida","6Hz","square",219.428571428571,0.00146705646666667
"Florida","6Hz","square",219.857142857143,0.0014664322
"Florida","6Hz","square",220.285714285714,0.0014659292
"Florida","6Hz","square",220.714285714286,0.00146533806666667
"Florida","6Hz","square",221.142857142857,0.00146500233333333
"Florida","6Hz","square",221.571428571429,0.00146473053333333
"Florida","6Hz","square",222,0.0014643406
"Florida","6Hz","square",222.428571428571,0.00146368966666667
"Florida","6Hz","square",222.857142857143,0.00146294033333333
