"lab","freq","mod","trial","amplitude","amplitude_smoothed","SNR","SNR_smoothed"
"Florida","8.57Hz","square",59,15.8995291666667,16.1874615967366,10.0247,10.0774197721534
"Florida","8.57Hz","square",60,17.31366,15.9751443618881,8.803635,9.97670640094123
"Florida","8.57Hz","square",61,12.3066975,16.2937067356255,6.825165625,10.4267552645776
"Florida","8.57Hz","square",62,18.0399846153846,16.0458972314933,14.4095346153846,10.2732788596189
"Florida","8.57Hz","square",63,19.1207666666667,15.9299127778661,12.01055,10.1045216236226
"Florida","8.57Hz","square",64,15.4779346153846,15.8456706153316,10.1614053846154,10.1944950430441
"Florida","8.57Hz","square",65,15.33281875,15.7906990244225,8.80805625,10.1841321642562
"Florida","8.57Hz","square",66,17.1812083333333,15.5361431910892,12.5792541666667,10.2253066339532
"Florida","8.57Hz","square",67,14.6568,15.5222020960479,9.121905,10.3631992217631
"Florida","8.57Hz","square",68,12.8040954545455,14.9695750287402,8.49691818181818,9.76050272263721
"Florida","8.57Hz","square",69,16.1688816666667,14.651531846922,10.89832125,9.87503719233418
"Florida","8.57Hz","square",70,15.2948416666667,14.4922796091598,9.91070833333333,9.74855533918733
"Florida","8.57Hz","square",71,14.5135458333333,14.3217483591598,9.25655416666667,9.7140383619146
"Florida","8.57Hz","square",72,12.1533454545455,14.0299824500689,8.34198409090909,9.4531960639348
"Florida","8.57Hz","square",73,11.961086875,13.8845514583333,7.779873125,9.40944271682737
"Florida","8.57Hz","square",74,15.6222916666667,14.8958518715565,13.2704291666667,10.0973834881772
"Florida","8.57Hz","square",75,13.72616,14.5793894886364,8.770105,9.87477866379706
"Florida","8.57Hz","square",76,13.456975,14.3836079229798,8.4283695,9.72052588601928
"Florida","8.57Hz","square",77,13.9717833333333,14.4041249684343,9.70998888888889,9.94500819662534
"Florida","8.57Hz","square",78,13.0570590909091,14.9921667957989,8.64061818181818,10.0034535823003
"Florida","8.57Hz","square",79,23.9284,15.2645058677686,16.0642666666667,10.1042609497245
"Florida","8.57Hz","square",80,12.6877954545455,15.2604157162534,8.44966818181818,9.6631982282793
"Florida","8.57Hz","square",81,13.1412444444444,15.2592900137741,8.21392777777778,9.64555603819665
"Florida","8.57Hz","square",82,14.7392333333333,15.2811854683196,11.7258595833333,9.66924115940877
"Florida","8.57Hz","square",83,18.6218055555556,15.5780453719008,8.98488333333333,9.77058080587342
"Florida","8.57Hz","square",84,14.9568166666667,16.0469153787879,8.88875416666667,9.93713938025359
"Florida","8.57Hz","square",85,15.5773,15.4364598232323,8.41873923076923,9.4275706933849
"Florida","8.57Hz","square",86,13.7137772727273,15.8729893273646,8.57604090909091,9.6575204041287
"Florida","8.57Hz","square",87,13.697825,16.3261398324151,8.68890583333333,9.9756106061489
"Florida","8.57Hz","square",88,17.2372422727273,16.2132531657484,10.824725,9.91849200766405
"Florida","8.57Hz","square",89,18.2146291666667,15.8659361834252,10.4727625,9.79920488645193
"Florida","8.57Hz","square",90,17.2133888888889,16.090668001607,10.4590111111111,9.7873037500883
"Florida","8.57Hz","square",91,17.48962,16.2362310181359,10.979115,9.8295527456382
