1.3897,2.5141,4.4175,2.9462,3.4436,2.0528,6.2852,7.436,2.5592,6.8343,2.0583,2.9816,1.363,NaN,0.65059,2.8056,3.3148,NaN,2.0444,5.1333,2.8266,2.6147,NaN,1.4447,1.0452,0.83636,7.529,2.4169,2.8959,4.0419,NaN,4.7389,4.3259,NaN,3.9681,2.3417,5.2033,NaN,9.2106,0.76826,NaN,5.042,0.8485,0.78336,NaN,1.9525,7.1407,0.68568,NaN,3.8747,1.8712,4.6917,1.1168,3.4005,NaN,7.5057,2.1347,2.5466,2.5398,5.492,3.4578,NaN,3.4173,NaN,5.0621,3.4675,4.691,4.8904,2.3291,2.0101,3.748,NaN,NaN,2.4333,5.597,1.6813,NaN,8.3691,8.2131,7.935,3.5715,NaN,3.1161,2.7152,NaN,0.76758,5.3153,0.89299,2.3834,3.1544,3.4416,5.4961,1.2126,4.2884,2.1573,0.88714,3.7364,3.1899,2.8564,2.7978
1.5465,4.2358,5.2381,3.6837,6.3623,7.2109,4.4777,6.0601,2.3716,5.8807,4.4468,1.2132,6.7993,NaN,4.0843,0.92676,2.8667,NaN,4.5999,2.8328,0.98777,3.747,NaN,3.8481,3.1054,3.2408,6.4685,3.4423,4.3173,4.6882,NaN,4.9731,5.9065,NaN,0.24752,3.1408,4.3199,NaN,11.741,1.3827,NaN,4.317,0.66624,0.83216,NaN,4.4652,7.0774,1.8418,NaN,1.2069,2.3004,4.1858,1.1229,6.5893,NaN,4.0049,0.48875,3.5613,1.7224,3.5216,3.7504,NaN,2.6653,NaN,5.7194,5.5475,5.4203,0.7036,2.2477,1.0606,2.2964,NaN,NaN,2.4086,8.9142,1.8368,NaN,12.791,9.2739,5.8608,3.3198,NaN,3.1231,1.3074,NaN,2.1556,1.8286,1.9712,2.1076,5.2832,3.1007,5.0751,2.4258,1.7568,0.26732,3.8005,5.4245,4.5691,7.2296,1.1009
1.9816,3.8931,2.605,2.8679,1.6902,4.9085,4.2254,5.9928,4.9582,4.616,4.9507,1.7686,2.2659,NaN,3.299,3.8941,1.1808,NaN,3.1839,8.6319,3.7213,2.0596,NaN,1.0524,9.4805,0.94802,3.7659,2.1346,4.5561,2.8134,NaN,1.1428,4.1695,NaN,2.626,4.215,4.7082,NaN,7.6618,1.8806,NaN,8.0531,1.2986,1.6798,NaN,3.8948,5.5446,4.4134,NaN,1.9734,1.8066,6.221,3.3571,6.2317,NaN,4.2519,0.99568,2.5548,1.2385,1.3947,3.2202,NaN,5.9475,NaN,3.8544,2.8327,4.4138,3.8823,2.4401,2.2635,2.7002,NaN,NaN,1.2565,7.4922,0.77743,NaN,7.8414,4.3693,5.8875,4.1961,NaN,2.0177,5.2039,NaN,2.0852,3.1176,3.2067,2.9403,4.9738,2.0465,3.7809,0.8254,3.4019,3.5248,4.0955,1.9088,2.66,1.9612,6.6235
2.9839,4.0784,2.1883,4.9794,2.9176,0.092365,2.1842,2.6395,3.737,5.5705,7.0178,1.1697,1.7764,NaN,5.8157,3.5175,6.2361,NaN,3.7127,8.5279,3.0376,3.6249,NaN,6.8155,11.129,1.994,0.39361,3.0678,9.1733,1.4314,NaN,6.0355,1.7537,NaN,1.7788,5.4672,4.8051,NaN,3.3344,2.3993,NaN,5.3314,1.3676,3.0182,NaN,4.7384,4.1257,1.8293,NaN,2.4545,1.3546,4.9512,5.7642,5.9022,NaN,5.7561,2.3892,1.7784,3.3105,4.3477,0.70626,NaN,7.8089,NaN,1.7977,1.4406,2.2465,2.3293,3.5101,0.75206,4.9591,NaN,NaN,3.2065,4.9261,2.8639,NaN,4.4531,5.3513,1.8821,3.4973,NaN,1.7764,3.385,NaN,3.6833,4.5296,3.7963,0.7966,4.8895,2.1463,2.2134,0.54508,1.1912,5.6458,2.6217,3.127,4.3427,3.1185,8.5223
3.2957,3.5658,3.8468,10.337,2.29,5.1655,2.913,4.0206,4.6067,3.6171,8.2011,2.4314,4.8716,NaN,7.1685,3.377,4.2527,NaN,1.6502,9.6841,3.4689,5.3194,NaN,2.1978,14.214,1.0826,1.4516,4.1781,9.9016,3.2316,NaN,3.965,2.2588,NaN,3.7995,7.6031,3.4198,NaN,9.0609,4.7184,NaN,7.3861,3.3012,1.8502,NaN,6.1474,4.9612,9.7917,NaN,2.5943,2.4237,5.995,2.6498,7.1888,NaN,2.3932,3.1154,2.9484,3.6465,0.3123,1.6634,NaN,4.1229,NaN,2.4553,3.0248,4.4702,2.0006,1.3696,1.5775,2.282,NaN,NaN,3.0488,6.9655,0.83589,NaN,11.812,2.6525,6.5805,5.0527,NaN,2.76,3.7562,NaN,3.3976,1.5613,4.9596,1.5184,8.3488,2.9415,1.3558,0.6184,3.0621,4.2755,3.2263,2.3517,1.4124,1.3169,3.9995
4.6978,4.7193,4.9575,9.8096,4.4602,8.2096,4.8032,1.8284,1.9221,5.5423,5.7818,1.9844,7.4902,NaN,6.8369,5.122,1.1735,NaN,2.3326,5.5267,3.7506,5.5831,NaN,3.5274,10.409,1.7984,4.1431,3.4496,5.5417,4.738,NaN,2.064,4.4024,NaN,3.1663,5.1424,2.7834,NaN,11.369,1.1833,NaN,7.3968,1.5476,1.6041,NaN,3.843,2.8525,5.8634,NaN,4.1852,0.84611,4.8436,2.3143,5.3669,NaN,1.7233,2.1935,4.2997,6.4033,4.3975,2.4332,NaN,2.3261,NaN,6.9757,5.2027,3.6518,1.7497,3.0154,3.9424,2.2578,NaN,NaN,5.401,5.8053,4.7719,NaN,14.702,6.2216,11.5,1.9076,NaN,2.3569,6.2939,NaN,4.9774,6.1244,2.1586,2.0274,7.1327,2.3869,0.92275,1.3845,3.8145,2.7262,2.9072,4.3281,3.6275,6.6918,5.8768
3.1171,5.4075,6.3508,5.5677,5.6132,8.2166,5.6277,1.7047,3.8335,3.2999,4.2814,0.60701,7.7659,NaN,6.9497,5.1954,2.1885,NaN,1.8076,2.8616,3.3074,1.9047,NaN,2.6173,1.9958,3.6156,6.7958,4.9976,4.4848,4.4792,NaN,6.3395,5.508,NaN,0.58869,4.6168,2.6262,NaN,8.0577,3.4417,NaN,2.0728,2.1969,2.1384,NaN,3.5431,5.9219,7.1512,NaN,6.4368,3.1129,5.395,2.6943,3.0433,NaN,5.0053,1.787,5.0936,2.8622,4.2758,4.2067,NaN,1.6377,NaN,4.8508,7.3825,2.3346,4.7464,4.8394,5.2473,3.0475,NaN,NaN,5.4406,6.7041,0.97995,NaN,10.566,11.926,6.8273,4.345,NaN,1.7057,1.9589,NaN,3.8598,6.7735,3.9503,4.4309,3.7955,5.102,2.244,4.1554,2.1388,2.3531,4.158,8.1688,5.0395,12.889,6.9401
2.3546,6.6259,10.317,9.4316,2.2505,2.0008,2.8385,7.2987,0.94794,1.788,4.778,1.2046,4.6214,NaN,4.0535,8.9605,2.8711,NaN,2.2953,6.7997,2.5135,4.429,NaN,3.5003,3.6875,3.104,7.1827,5.1425,2.9401,4.6062,NaN,8.9688,4.652,NaN,2.5667,6.7953,3.2707,NaN,2.2606,1.3972,NaN,5.1584,4.4877,4.1344,NaN,2.2381,4.8455,12.905,NaN,4.4226,6.2501,3.0433,1.9004,0.96229,NaN,5.4812,1.8044,1.7714,0.70429,7.8667,4.4484,NaN,3.3628,NaN,4.7188,8.3666,0.97913,7.0942,2.6764,9.9409,2.2494,NaN,NaN,4.4536,6.4408,0.90281,NaN,6.9952,16.16,9.5436,10.802,NaN,3.9021,2.9483,NaN,5.5574,12.202,5.022,4.8267,6.3972,10.55,6.142,3.1815,0.50141,5.8683,4.611,6.7419,0.59098,9.3151,10.101
3.7123,4.3628,8.3753,10.316,3.7403,1.6936,1.9726,7.1407,3.6389,3.9865,2.0347,3.7235,3.7449,NaN,4.0674,9.3946,3.9798,NaN,3.5156,5.7404,4.4852,7.5334,NaN,2.7094,3.7937,1.765,7.5231,1.7073,1.8697,3.8832,NaN,3.4463,4.4055,NaN,0.2873,6.1755,1.7433,NaN,6.5684,2.0575,NaN,5.772,3.3165,3.9836,NaN,1.2938,2.6088,4.5123,NaN,3.5793,4.9824,5.7242,5.9644,3.6549,NaN,2.3036,2.0213,5.4308,8.3509,5.4958,1.0429,NaN,3.219,NaN,6.6243,3.9817,6.0019,3.0627,0.59922,7.9284,8.2081,NaN,NaN,10.879,8.3705,15.23,NaN,9.451,7.6979,16.705,9.6412,NaN,2.6661,11.921,NaN,10.369,17.252,4.7536,4.9587,5.6549,2.2282,4.0069,2.6538,2.0966,2.7547,9.2006,0.80647,4.4211,6.7228,15.985
1.9642,3.2758,5.7984,8.9598,3.5387,2.5387,1.8367,3.0274,1.9006,4.0693,3.939,3.2583,5.399,NaN,5.0347,2.9787,2.5748,NaN,3.3282,5.9169,2.083,5.7613,NaN,0.85617,6.7869,2.6046,4.2672,3.1186,8.7588,4.3767,NaN,3.7738,4.4351,NaN,2.1014,4.0809,2.2246,NaN,6.5178,3.2535,NaN,5.6309,5.1905,1.3332,NaN,1.9084,2.263,9.0232,NaN,1.8215,3.7039,4.0477,1.9928,2.2669,NaN,1.1384,1.479,3.777,5.1858,2.1646,2.4444,NaN,1.7689,NaN,1.7339,2.1716,3.9192,3.1893,1.9188,2.5828,3.5508,NaN,NaN,5.8114,1.5086,7.007,NaN,16.284,3.8249,7.6857,2.6941,NaN,4.6648,6.4232,NaN,3.0105,1.8966,4.4765,0.51609,5.5153,1.8119,1.0563,1.5777,3.1016,0.59624,1.0304,2.2344,4.426,1.5856,2.0323
