4.6908,2.34,2.9552,5.656,1.3266,3.2822,1.1226,5.1836,NaN,4.5199,9.633,3.2604,NaN,2.7828,0.76732,6.4542,22.253,3.7364,1.6192,1.3386,9.2653,5.4148,8.4632,NaN,NaN,3.9975,14.832,5.1941,4.5489,11.591,1.0608,9.5464,14.445,9.0708,NaN,5.4616,3.4157,1.6881,14.54,2.407,1.4886,2.6438,9.4054,4.269,NaN,NaN,3.673,2.807,2.3303,4.436,3.6695,NaN,10.691,2.4819,3.1495,0.91561,3.1111,7.6116,2.875,2.363,NaN,13.211,1.0641,12.183,2.4568,6.7742,NaN,2.6271,0.41488,5.1366,4.5993,6.3181,0.64083,NaN,3.5505,1.4892,3.5585,1.0024,7.6152,6.1377,7.503,4.3332,6.157,3.9215,6.109,0.6327,4.4255,6.5791,3.9239,1.6932,3.9811,6.0122,NaN,6.2883,5.6877,NaN,1.5626,NaN,4.3323,13.038
2.1476,2.9445,6.173,3.0098,1.9271,2.3413,2.9681,6.7229,NaN,3.7526,0.89797,8.2654,NaN,1.3818,6.6954,4.8164,0.43085,4.9086,2.2373,5.7565,4.0076,2.7773,2.5654,NaN,NaN,5.52,2.2768,2.576,4.4188,7.2809,0.8904,6.5062,4.659,3.5723,NaN,4.3148,4.5318,1.1461,21.674,3.7461,13.74,3.1237,1.2956,1.366,NaN,NaN,10.462,8.9608,2.8484,2.8764,3.2044,NaN,5.4061,4.0349,3.6037,8.1044,0.92979,2.0946,2.4875,5.4631,NaN,5.4368,7.5103,0.52039,4.7836,6.2262,NaN,9.4272,5.1319,2.6633,1.578,5.4656,1.0286,NaN,10.391,1.1201,4.2035,9.2703,3.4671,2.3249,9.0104,2.6963,3.4176,8.6202,6.8156,0.28372,3.9159,2.6526,4.662,7.5232,3.4632,3.3077,NaN,5.6331,10.606,NaN,6.0593,NaN,4.5639,3.8472
4.7443,1.123,3.0438,13.252,1.6025,13.902,1.4521,0.737,NaN,2.0941,11.903,3.8365,NaN,6.0823,9.0842,1.8658,2.3769,4.4902,2.9589,4.3495,2.0964,12.187,4.0047,NaN,NaN,3.2235,6.4321,5.7562,1.7359,2.0626,1.1144,7.9876,16.142,4.0212,NaN,14.433,13.396,6.4957,1.4734,8.2676,3.6327,6.2763,0.39532,3.1209,NaN,NaN,8.7079,1.8124,9.2906,14.19,1.2258,NaN,6.2464,4.65,1.4176,2.0974,5.0776,5.9174,1.5576,4.8135,NaN,4.1991,10.817,3.3713,18.292,3.3372,NaN,2.6762,0.63345,10.373,3.3091,2.3372,4.6093,NaN,23.972,2.3253,11.919,2.145,1.103,5.9712,2.4065,1.9514,9.2486,0.30089,1.132,17.301,4.1628,2.6086,1.1634,2.5852,4.3094,10.517,NaN,1.6165,4.7812,NaN,8.7542,NaN,4.0836,3.161
7.5082,3.4758,9.7841,9.7817,4.8067,4.1555,4.1711,4.2294,NaN,2.8366,2.8091,16.629,NaN,5.5191,8.275,0.69332,2.6665,9.5389,5.944,2.0433,2.2609,17.665,1.3753,NaN,NaN,2.0634,2.1462,1.9832,2.7625,1.3282,4.1676,3.592,3.1314,7.3908,NaN,5.1335,7.8245,1.5983,2.0574,7.4016,9.8497,10.167,3.4763,6.562,NaN,NaN,1.2514,5.3894,6.1565,8.1825,1.677,NaN,6.2789,6.6322,1.6324,3.6965,2.7072,4.1897,1.25,4.1344,NaN,1.6268,5.8973,5.4699,7.2887,6.8713,NaN,4.227,3.5091,4.822,5.3527,2.9109,1.9087,NaN,8.5204,3.9843,4.4443,4.9327,3.0982,6.2583,1.9022,3.7082,10.956,2.445,7.2979,5.5861,7.8464,6.0067,3.6655,7.502,1.8056,9.295,NaN,0.64482,2.3832,NaN,5.8017,NaN,4.6723,13.144
1.2824,5.1163,0.52369,4.8645,7.2224,5.9209,6.367,3.9789,NaN,1.7861,2.2006,1.9546,NaN,3.1209,5.0564,3.6605,2.9055,3.5416,2.2621,1.4189,5.2123,9.4797,6.8023,NaN,NaN,19.01,0.13736,3.1341,0.99013,1.1381,1.6934,3.8912,3.4895,6.743,NaN,2.8694,10.985,4.1513,1.7297,3.149,14.801,2.4951,1.3282,4.5823,NaN,NaN,7.883,2.9,3.2488,2.8476,11.588,NaN,4.4314,3.5387,3.8935,3.1577,2.3833,3.7891,4.2543,2.3858,NaN,6.4233,12.04,4.1709,2.5448,12.657,NaN,8.7471,1.2905,6.2229,6.6444,6.3346,5.5152,NaN,3.0543,6.9171,5.1715,3.483,0.26518,11.472,6.517,9.0297,2.0656,3.1995,4.598,4.2823,3.9233,4.5695,4.3399,3.9884,0.74739,10.249,NaN,13.664,17.01,NaN,1.874,NaN,12.84,2.5733
3.7909,8.1962,2.5353,5.6415,3.1122,5.5402,5.0112,3.9496,NaN,2.5996,2.3454,0.4531,NaN,2.8629,7.4533,8.1985,8.201,1.6729,2.6619,8.5287,9.6031,3.4286,5.8626,NaN,NaN,3.5324,0.64123,1.6811,8.8192,0.93875,7.1056,4.3376,4.1897,8.0258,NaN,4.5151,5.4401,10.193,1.7991,3.7683,22.209,7.8438,2.6302,5.3474,NaN,NaN,9.2505,2.3477,3.0422,4.9457,9.5731,NaN,14.8,7.9848,4.7061,1.9261,3.4569,1.039,3.887,1.5352,NaN,6.7216,4.0018,3.4662,3.0057,2.5593,NaN,10.559,3.0709,4.3518,4.3498,1.1831,7.8084,NaN,3.6658,4.431,3.6358,2.6738,2.6655,1.3678,2.0118,4.8322,3.575,3.1999,6.2394,20.217,5.0486,3.5749,4.6607,3.5214,6.4111,1.7638,NaN,9.2952,5.85,NaN,1.6407,NaN,12.819,1.68
9.4472,3.4487,3.7339,9.2801,0.48263,4.7856,2.6376,8.8161,NaN,4.6249,1.185,0.94846,NaN,2.6555,2.7226,1.0848,2.4354,0.6971,10.62,6.0238,5.1079,7.3023,6.8187,NaN,NaN,10.289,3.286,2.5803,2.2592,2.8703,1.5198,5.3702,1.4474,1.4143,NaN,1.15,5.1151,4.5117,3.2267,6.7208,4.8912,3.2213,2.1277,13.318,NaN,NaN,7.0919,2.2115,3.3046,8.1335,1.5168,NaN,3.6954,5.9802,6.5089,7.6003,4.7879,5.4318,2.4497,3.5342,NaN,10.732,5.7719,1.2477,1.3379,6.2914,NaN,7.7173,13.333,9.1926,3.5219,2.1172,4.1212,NaN,1.2542,8.2643,5.3206,7.1251,4.1938,1.1817,3.3559,7.4486,4.8158,4.1433,1.799,3.3034,3.3511,3.2853,6.6603,4.8288,5.1353,5.5917,NaN,0.5597,7.4522,NaN,5.1726,NaN,3.2042,8.7186
3.0745,15.019,11.046,2.2786,2.3726,4.5179,8.956,2.3813,NaN,3.7648,9.0879,5.1097,NaN,3.9726,2.6951,14.765,4.1121,5.3675,4.6277,2.4519,10.272,5.0265,19.035,NaN,NaN,4.212,5.8536,8.1253,10.819,5.7288,4.1413,4.6133,1.2808,5.1,NaN,15.988,1.9755,3.8487,7.596,2.5023,7.0179,12.286,4.9902,4.6194,NaN,NaN,6.1541,7.5098,14.27,1.3766,6.7431,NaN,2.8793,8.0054,3.6373,1.7147,1.0597,2.6025,2.7415,2.342,NaN,9.9104,3.449,3.7712,3.1687,13.067,NaN,17.759,4.9709,1.6742,0.4549,10.779,2.0193,NaN,7.3824,3.4165,2.7228,8.4021,4.2872,3.0739,7.1742,10.66,1.1626,8.0873,4.9311,2.8003,7.5523,2.8433,3.7615,5.9777,1.5919,3.6239,NaN,0.81409,6.9502,NaN,4.2126,NaN,1.0835,6.603
4.0473,5.6949,11.869,10.041,1.2153,7.7847,0.43254,3.1271,NaN,7.4578,16.214,3.263,NaN,7.0203,6.5634,5.0764,13.594,10.341,3.6376,13.004,2.3906,6.4456,5.634,NaN,NaN,10.721,4.8142,4.1459,7.8818,10.723,1.2591,9.3921,10.287,3.8688,NaN,1.957,11.541,5.7514,1.0279,4.3469,6.1151,1.0483,2.1637,1.1615,NaN,NaN,4.5347,6.5229,5.3529,8.6395,5.177,NaN,5.1013,1.934,8.0679,2.5701,2.0409,9.5394,4.327,3.3823,NaN,15.261,15.88,5.3069,1.3321,12.448,NaN,2.7804,3.6291,0.71629,5.3713,7.1556,2.2457,NaN,2.108,5.6458,4.633,2.7412,3.5863,3.5141,9.8405,1.6796,6.963,8.5259,7.6329,2.7009,9.4526,5.601,2.0998,6.4924,2.0999,6.8965,NaN,6.4184,4.2677,NaN,0.86064,NaN,1.59,3.8004
1.5503,2.7238,2.5698,5.6211,5.502,4.6529,2.4262,4.0271,NaN,6.0068,13.828,4.4182,NaN,3.6908,7.9215,8.4098,5.4912,7.5447,5.9551,2.1353,4.7731,8.9731,11.372,NaN,NaN,15.374,6.4598,2.1714,1.4391,3.9276,3.1754,3.3835,5.5253,10.506,NaN,4.3087,6.9135,1.2275,1.484,8.1308,7.4643,6.0212,3.462,1.9346,NaN,NaN,4.3174,2.9222,12.771,9.4794,3.8761,NaN,5.6501,3.1889,1.279,4.6332,6.4722,5.3936,0.74266,1.9279,NaN,4.5354,5.2467,5.1858,2.3507,8.8661,NaN,2.6804,2.8693,5.5254,4.2014,4.2609,3.2613,NaN,3.5608,5.2864,2.4196,3.2621,3.4187,3.0577,7.3309,1.6397,10.094,1.5997,8.3877,5.632,10.635,4.2704,0.3085,9.8437,2.8079,7.0847,NaN,4.8939,4.0559,NaN,8.3322,NaN,4.7243,4.8714
